id,observation_date,observation_time,pos,origin,destination,is_one_way,outbound_travel_stop_over,inbound_travel_stop_over,carrier,outbound_flight_no, inbound_flight_no,outbound_departure_date,outbound_departure_time,outbound_arrival_date,outbound_arrival_time,inbound_departure_date,inbound_departure_time,inbound_arrival_date, inbound_arrival_time,outbound_fare_basis,inbound_fare_basis,outbound_booking_class,inbound_booking_class,price_exc,price_inc,tax,currency,source,price_outbound, price_inbound,is_tax_inc_outin,search_class,outbound_fare_family,inbound_fare_family,outbound_seats,inbound_seats,min_stay,outbound_flight_duration,inbound_flight_duration
1296142047903,2019-06-18,01:02,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-06-19,19:30,2019-06-19,22:15,2019-06-26,17:45,2019-06-26,18:45,"HLG2CLS2","GLG2CLS2","H","G",177.00,193.70,16.70,"EUR","Luxair",100.99,75.99,0,"E","","","9","9",7,105,120
1296142055432,2019-06-18,01:02,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-06-19,17:45,2019-06-19,18:45,2019-06-26,19:30,2019-06-26,22:15,"HLG1CLS2","NLG1CLS2","H","N",162.00,178.70,16.70,"EUR","Luxair",100.99,61.00,0,"E","","","9","9",7,120,105
1296145657952,2019-06-18,01:03,"IE","DUB","LUX","1","","","LG","LG4884","",2019-06-20,19:30,2019-06-20,22:40,,,,,"JLG2OW","","J","",721.00,733.91,12.91,"EUR","Luxair",,,1,"E","","","1","",0,130,
1296145650307,2019-06-18,01:04,"LU","LUX","DUB","1","","","LG","LG4883","",2019-06-20,17:25,2019-06-20,18:45,,,,,"YLG1CLS1","","Y","",435.00,438.79,3.79,"EUR","Luxair",,,1,"E","","","1","",0,140,
1296150889616,2019-06-18,01:05,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-06-26,19:30,2019-06-26,22:15,2019-06-28,17:45,2019-06-28,18:45,"GLG2CLS2","LLG2CLS2","G","L",212.00,228.70,16.70,"EUR","Luxair",75.99,135.99,0,"E","","","9","5",2,105,120
1296145595961,2019-06-18,01:05,"IE","DUB","LUX","1","","","LG","LG4884","",2019-06-27,19:30,2019-06-27,22:40,,,,,"HLG2CLS1","","H","",170.00,182.91,12.91,"EUR","Luxair",,,1,"E","","","2","",0,130,
1296146005971,2019-06-18,01:05,"LU","LUX","DUB","1","","","LG","LG4883","",2019-06-27,17:25,2019-06-27,18:45,,,,,"LLG1CLS1","","L","",245.00,248.79,3.79,"EUR","Luxair",,,1,"E","","","1","",0,140,
1296150891497,2019-06-18,01:05,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-06-26,17:45,2019-06-26,18:45,2019-06-28,19:30,2019-06-28,22:15,"GLG1CLS2","HLG1CLS2","G","H",177.00,193.70,16.70,"EUR","Luxair",75.99,100.99,0,"E","","","9","9",2,120,105
1296153168385,2019-06-18,01:06,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-04,19:30,2019-07-04,22:35,,,,,"NLG2CLS1","","N","",110.00,122.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,125,
1296150954533,2019-06-18,01:06,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-06-30,19:45,2019-06-30,22:30,2019-07-07,18:00,2019-07-07,19:00,"SLG2CLS2","OLG2CLS2","S","O",237.00,253.70,16.70,"EUR","Luxair",151.00,86.00,0,"E","","","8","9",7,105,120
1296150976985,2019-06-18,01:06,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-06-30,18:00,2019-06-30,19:00,2019-07-07,19:45,2019-07-07,22:30,"HLG1CLS2","SLG1CLS2","H","S",252.00,268.70,16.70,"EUR","Luxair",100.99,151.00,0,"E","","","9","9",7,120,105
1296153172120,2019-06-18,01:06,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-04,17:25,2019-07-04,18:45,,,,,"XLG1CLS1","","X","",220.00,223.79,3.79,"EUR","Luxair",,,1,"E","","","4","",0,140,
1296151193155,2019-06-18,01:08,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-05,19:30,2019-07-05,22:15,2019-07-07,18:00,2019-07-07,19:00,"XLG2CLS2","OLG2CLS2","X","O",207.00,223.70,16.70,"EUR","Luxair",121.00,86.00,0,"E","","","9","9",2,105,120
1296153201998,2019-06-18,01:08,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-12,19:30,2019-07-12,22:15,,,,,"OLG2CLS1","","O","",150.00,162.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,105,
1296150797235,2019-06-18,01:08,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-05,17:45,2019-07-05,18:45,2019-07-07,19:45,2019-07-07,22:30,"BLG1CLS2","SLG1CLS2","B","S",327.00,343.70,16.70,"EUR","Luxair",175.99,151.00,0,"E","","","9","9",2,120,105
1296153091799,2019-06-18,01:08,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-12,17:45,2019-07-12,18:45,,,,,"LLG1CLS1","","L","",245.00,248.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1296150825266,2019-06-18,01:08,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-05,19:30,2019-07-05,22:15,2019-07-12,17:45,2019-07-12,18:45,"XLG2CLS2","LLG2CLS2","X","L",257.00,273.70,16.70,"EUR","Luxair",121.00,135.99,0,"E","","","9","9",7,105,120
1296161645595,2019-06-18,01:10,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-19,19:30,2019-07-19,22:15,,,,,"OLG2CLS1","","O","",150.00,162.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,105,
1296161261828,2019-06-18,01:10,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-19,17:45,2019-07-19,18:45,,,,,"HLG1CLS1","","H","",170.00,173.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1296161424893,2019-06-18,01:10,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-10,19:30,2019-07-10,22:15,2019-07-12,17:45,2019-07-12,18:45,"WSPECIAL","LLG2CLS2","W","L",167.00,183.70,16.70,"EUR","Luxair",31.00,135.99,0,"E","","","9","9",2,105,120
1296161428987,2019-06-18,01:10,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-10,17:45,2019-07-10,18:45,2019-07-12,19:30,2019-07-12,22:15,"GLG1CLS2","OLG1CLS2","G","O",162.00,178.70,16.70,"EUR","Luxair",75.99,86.00,0,"E","","","9","9",2,120,105
1296162257689,2019-06-18,01:11,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-25,19:30,2019-07-25,22:35,,,,,"ALG2CLS1","","A","",90.00,102.91,12.91,"EUR","Luxair",,,1,"E","","","1","",0,125,
1296162267950,2019-06-18,01:11,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-25,17:25,2019-07-25,18:45,,,,,"OLG1CLS1","","O","",150.00,153.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,140,
1296162494503,2019-06-18,01:12,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-31,19:30,2019-07-31,22:40,,,,,"ALG2CLS1","","A","",90.00,102.91,12.91,"EUR","Luxair",,,1,"E","","","2","",0,130,
1296162500745,2019-06-18,01:12,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-31,17:25,2019-07-31,18:45,,,,,"ALG1CLS1","","A","",90.00,93.79,3.79,"EUR","Luxair",,,1,"E","","","4","",0,140,
1296162008410,2019-06-18,01:12,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-17,19:30,2019-07-17,22:40,2019-07-19,17:45,2019-07-19,18:45,"GLG2CLS2","HLG2CLS2","G","H",177.00,193.70,16.70,"EUR","Luxair",75.99,100.99,0,"E","","","9","9",2,130,120
1296161594338,2019-06-18,01:12,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-17,17:25,2019-07-17,18:45,2019-07-19,19:30,2019-07-19,22:15,"OLG1CLS2","OLG1CLS2","O","O",172.00,188.70,16.70,"EUR","Luxair",86.00,86.00,0,"E","","","1","9",2,140,105
1296171331771,2019-06-18,01:13,"IE","DUB","LUX","1","","","LG","LG4884","",2019-08-06,19:30,2019-08-06,22:40,,,,,"WSPEC1","","W","",45.00,57.91,12.91,"EUR","Luxair",,,1,"E","","","3","",0,130,
1296171335985,2019-06-18,01:13,"LU","LUX","DUB","1","","","LG","LG4883","",2019-08-06,17:25,2019-08-06,18:45,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","4","",0,140,
1296173734468,2019-06-18,01:14,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-23,17:25,2019-07-23,18:45,2019-07-30,19:30,2019-07-30,22:40,"NLG1CLS2","OLG1CLS2","N","O",147.00,163.70,16.70,"EUR","Luxair",61.00,86.00,0,"E","","","9","9",7,140,130
1296171062126,2019-06-18,01:14,"IE","DUB","LUX","1","","","LG","LG4884","",2019-08-12,19:30,2019-08-12,22:40,,,,,"OLG2CLS1","","O","",150.00,162.91,12.91,"EUR","Luxair",,,1,"E","","","6","",0,130,
1296171412129,2019-06-18,01:14,"LU","LUX","DUB","1","","","LG","LG4883","",2019-08-12,17:25,2019-08-12,18:45,,,,,"ALG1CLS1","","A","",90.00,93.79,3.79,"EUR","Luxair",,,1,"E","","","4","",0,140,
1296171105535,2019-06-18,01:15,"IE","DUB","LUX","1","","","LG","LG4884","",2019-08-18,19:45,2019-08-18,22:30,,,,,"SLG2CLS1","","S","",270.00,282.91,12.91,"EUR","Luxair",,,1,"E","","","8","",0,105,
1296173976049,2019-06-18,01:17,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-08-02,19:30,2019-08-02,22:15,2019-08-09,17:45,2019-08-09,18:45,"OLG2CLS2","HLG2CLS2","O","H",187.00,203.70,16.70,"EUR","Luxair",86.00,100.99,0,"E","","","9","9",7,105,120
1296173978341,2019-06-18,01:17,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-08-02,17:45,2019-08-02,18:45,2019-08-09,19:30,2019-08-09,22:15,"HLG1CLS2","HLG1CLS2","H","H",202.00,218.70,16.70,"EUR","Luxair",100.99,100.99,0,"E","","","9","9",7,120,105
1296178168247,2019-06-18,01:17,"IE","DUB","LUX","1","","","LG","LG4884","",2019-08-29,19:30,2019-08-29,22:35,,,,,"NLG2CLS1","","N","",110.00,122.91,12.91,"EUR","Luxair",,,1,"E","","","8","",0,125,
1296177534008,2019-06-18,01:17,"LU","LUX","DUB","1","","","LG","LG4883","",2019-08-29,17:25,2019-08-29,18:45,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,140,
1296184857952,2019-06-18,01:19,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-08-07,17:25,2019-08-07,18:45,2019-08-09,19:30,2019-08-09,22:15,"RLG1CLS2","HLG1CLS2","R","H",142.00,158.70,16.70,"EUR","Luxair",40.99,100.99,0,"E","","","9","9",2,140,105
1296178258338,2019-06-18,01:19,"LU","LUX","DUB","1","","","LG","LG4883","",2019-09-06,17:25,2019-09-06,18:45,,,,,"BLG1CLS1","","B","",300.00,303.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,140,
1296185001915,2019-06-18,01:19,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-08-07,19:30,2019-08-07,22:40,2019-08-14,17:25,2019-08-14,18:45,"GLG2CLS2","GLG2CLS2","G","G",152.00,168.70,16.70,"EUR","Luxair",75.99,75.99,0,"E","","","8","3",7,130,140
1296184852193,2019-06-18,01:19,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-08-07,17:25,2019-08-07,18:45,2019-08-14,19:30,2019-08-14,22:40,"RLG1CLS2","OLG1CLS2","R","O",127.00,143.70,16.70,"EUR","Luxair",40.99,86.00,0,"E","","","9","7",7,140,130
1296185122216,2019-06-18,01:21,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-08-12,19:30,2019-08-12,22:40,2019-08-19,17:25,2019-08-19,18:45,"OLG2CLS2","WSPECIAL","O","W",117.00,133.70,16.70,"EUR","Luxair",86.00,31.00,0,"E","","","6","2",7,130,140
1296185961026,2019-06-18,01:21,"LU","LUX","DUB","1","","","LG","LG4883","",2019-09-15,17:40,2019-09-15,19:00,,,,,"NLG1CLS1","","N","",110.00,113.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,140,
1296185129806,2019-06-18,01:21,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-08-12,17:25,2019-08-12,18:45,2019-08-19,19:30,2019-08-19,22:40,"ALG1CLS2","HLG1CLS2","A","H",152.00,168.70,16.70,"EUR","Luxair",51.00,100.99,0,"E","","","4","6",7,140,130
1296186043927,2019-06-18,01:22,"LU","LUX","DUB","1","","","LG","LG4883","",2019-09-22,17:40,2019-09-22,19:00,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,140,
1296186051457,2019-06-18,01:22,"IE","DUB","LUX","1","","","LG","LG4884","",2019-09-23,19:30,2019-09-23,22:15,,,,,"WSPEC1","","W","",45.00,57.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,105,
1296194862962,2019-06-18,01:25,"IE","DUB","LUX","1","","","LG","LG4884","",2019-10-06,19:45,2019-10-06,22:55,,,,,"KLG2CLS1","","K","",360.00,372.91,12.91,"EUR","Luxair",,,1,"E","","","6","",0,130,
1296195552510,2019-06-18,01:25,"LU","LUX","DUB","1","","","LG","LG4883","",2019-10-06,17:40,2019-10-06,19:00,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,140,
1296195280931,2019-06-18,01:26,"LU","LUX","DUB","1","","","LG","LG4883","",2019-10-13,17:40,2019-10-13,19:00,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","3","",0,140,
1296195295665,2019-06-18,01:26,"IE","DUB","LUX","1","","","LG","LG4884","",2019-10-14,19:30,2019-10-14,22:15,,,,,"WSPEC1","","W","",45.00,57.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,105,
1296195750029,2019-06-18,01:26,"LU","LUX","DUB","1","","","LG","LG4883","",2019-10-14,17:45,2019-10-14,18:45,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1296194390212,2019-06-18,01:26,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-08-29,19:30,2019-08-29,22:35,2019-09-05,17:25,2019-09-05,18:45,"GLG2CLS2","WSPECIAL","G","W",107.00,123.70,16.70,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",7,125,140
1296194391396,2019-06-18,01:26,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-08-29,17:25,2019-08-29,18:45,2019-09-05,19:30,2019-09-05,22:40,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,140,130
1296194450155,2019-06-18,01:28,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-09-03,19:30,2019-09-03,22:40,2019-09-05,17:25,2019-09-05,18:45,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",2,130,140
1296194546922,2019-06-18,01:28,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-09-03,17:25,2019-09-03,18:45,2019-09-05,19:30,2019-09-05,22:40,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",2,140,130
1296194569229,2019-06-18,01:29,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-09-06,19:30,2019-09-06,22:40,2019-09-08,17:40,2019-09-08,19:00,"GLG2CLS2","WSPECIAL","G","W",107.00,123.70,16.70,"EUR","Luxair",75.99,31.00,0,"E","","","9","1",2,130,140
1296194563991,2019-06-18,01:29,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-09-06,17:25,2019-09-06,18:45,2019-09-08,19:45,2019-09-08,22:55,"BLG1CLS2","BLG1CLS2","B","B",352.00,368.70,16.70,"EUR","Luxair",175.99,175.99,0,"E","","","9","3",2,140,130
1296204519089,2019-06-18,01:30,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-09-09,19:30,2019-09-09,22:15,2019-09-11,17:45,2019-09-11,18:45,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",2,105,120
1296204539849,2019-06-18,01:31,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-09-12,19:30,2019-09-12,22:40,2019-09-19,17:45,2019-09-19,18:45,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,130,120
1296204600656,2019-06-18,01:32,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-09-15,19:45,2019-09-15,22:55,2019-09-22,17:40,2019-09-22,19:00,"SLG2CLS2","GLG2CLS2","S","G",227.00,243.70,16.70,"EUR","Luxair",151.00,75.99,0,"E","","","1","9",7,130,140
1296204605702,2019-06-18,01:32,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-09-15,17:40,2019-09-15,19:00,2019-09-22,19:45,2019-09-22,22:55,"NLG1CLS2","BLG1CLS2","N","B",237.00,253.70,16.70,"EUR","Luxair",61.00,175.99,0,"E","","","9","4",7,140,130
1296207760598,2019-06-18,01:33,"IE","DUB","LUX","1","","","FR","FR1948","",2019-06-20,13:20,2019-06-20,16:10,,,,,"111FR","","","",,111.17,,"EUR","RyanAir",111.17,,1,"E","","","","",0,110,
1296204680693,2019-06-18,01:33,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-09-20,17:45,2019-09-20,18:45,2019-09-27,19:30,2019-09-27,22:15,"OLG1CLS2","WSPECIAL","O","W",117.00,133.70,16.70,"EUR","Luxair",86.00,31.00,0,"E","","","9","9",7,120,105
1296216145899,2019-06-18,01:35,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-09-25,17:45,2019-09-25,18:45,2019-10-02,19:30,2019-10-02,22:15,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,120,105
1296218194583,2019-06-18,01:37,"IE","DUB","LUX","1","","","FR","FR1948","",2019-06-25,15:55,2019-06-25,18:45,,,,,"14FR","","","",,14.99,,"EUR","RyanAir",14.99,,1,"E","","","","",0,110,
1296217095789,2019-06-18,01:37,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-10-06,19:45,2019-10-06,22:55,2019-10-08,17:25,2019-10-08,18:45,"KLG2CLS2","WSPECIAL","K","W",267.00,283.70,16.70,"EUR","Luxair",235.99,31.00,0,"E","","","6","9",2,130,140
1296216359137,2019-06-18,01:37,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-10-06,17:40,2019-10-06,19:00,2019-10-08,19:30,2019-10-08,22:40,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",2,140,130
1296218194607,2019-06-18,01:37,"LU","LUX","DUB","1","","","FR","FR1949","",2019-06-25,19:20,2019-06-25,20:10,,,,,"14FR","","","",,14.99,,"EUR","RyanAir",14.99,,1,"E","","","","",0,110,
1296216375418,2019-06-18,01:37,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-10-06,19:45,2019-10-06,22:55,2019-10-13,17:40,2019-10-13,19:00,"KLG2CLS2","WSPECIAL","K","W",267.00,283.70,16.70,"EUR","Luxair",235.99,31.00,0,"E","","","6","3",7,130,140
1296226064179,2019-06-18,01:40,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-10-16,19:30,2019-10-16,22:15,2019-10-18,17:45,2019-10-18,18:45,"WSPECIAL","GLG2CLS2","W","G",107.00,123.70,16.70,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",2,105,120
1296226067218,2019-06-18,01:40,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-10-16,17:45,2019-10-16,18:45,2019-10-18,19:30,2019-10-18,22:15,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",2,120,105
1296225899407,2019-06-18,01:40,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-10-16,19:30,2019-10-16,22:15,2019-10-23,17:45,2019-10-23,18:45,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,105,120
1296225901719,2019-06-18,01:40,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-10-16,17:45,2019-10-16,18:45,2019-10-23,19:30,2019-10-23,22:15,"WSPECIAL","WSPECIAL","W","W",62.00,78.70,16.70,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,120,105
1296142391933,2019-06-18,01:03,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-06-21,17:45,2019-06-21,18:45,2019-06-23,19:45,2019-06-23,22:30,"BLG1CLS2","BLG1CLS2","B","B",352.00,368.70,16.70,"EUR","Luxair",175.99,175.99,0,"E","","","9","9",2,120,105
1296150872452,2019-06-18,01:04,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-06-24,19:30,2019-06-24,22:15,2019-07-01,17:45,2019-07-01,18:45,"HLG2CLS2","GLG2CLS2","H","G",177.00,193.70,16.70,"EUR","Luxair",100.99,75.99,0,"E","","","9","9",7,105,120
1296150694674,2019-06-18,01:06,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-06-28,17:45,2019-06-28,18:45,2019-06-30,19:45,2019-06-30,22:30,"LLG1CLS2","SLG1CLS2","L","S",287.00,303.70,16.70,"EUR","Luxair",135.99,151.00,0,"E","","","5","8",2,120,105
1296153149419,2019-06-18,01:06,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-01,19:30,2019-07-01,22:15,,,,,"NLG2CLS1","","N","",110.00,122.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,105,
1296153153411,2019-06-18,01:06,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-01,17:45,2019-07-01,18:45,,,,,"NLG1CLS1","","N","",110.00,113.79,3.79,"EUR","Luxair",,,1,"E","","","4","",0,120,
1296151033742,2019-06-18,01:07,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-02,19:30,2019-07-02,22:40,2019-07-09,17:25,2019-07-09,18:45,"WSPECIAL","HLG2CLS2","W","H",132.00,148.70,16.70,"EUR","Luxair",31.00,100.99,0,"E","","","8","7",7,130,140
1296151019459,2019-06-18,01:07,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-02,17:25,2019-07-02,18:45,2019-07-09,19:30,2019-07-09,22:40,"NLG1CLS2","WSPECIAL","N","W",92.00,108.70,16.70,"EUR","Luxair",61.00,31.00,0,"E","","","9","5",7,140,130
1296153084206,2019-06-18,01:07,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-08,19:30,2019-07-08,22:15,,,,,"NLG2CLS1","","N","",110.00,122.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,105,
1296153085856,2019-06-18,01:07,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-08,17:45,2019-07-08,18:45,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1296150740254,2019-06-18,01:07,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-03,19:30,2019-07-03,22:15,2019-07-05,17:45,2019-07-05,18:45,"WSPECIAL","BLG2CLS2","W","B",207.00,223.70,16.70,"EUR","Luxair",31.00,175.99,0,"E","","","9","9",2,105,120
1296151062519,2019-06-18,01:07,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-03,17:45,2019-07-03,18:45,2019-07-05,19:30,2019-07-05,22:15,"GLG1CLS2","XLG1CLS2","G","X",197.00,213.70,16.70,"EUR","Luxair",75.99,121.00,0,"E","","","9","9",2,120,105
1296161310454,2019-06-18,01:09,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-07,19:45,2019-07-07,22:30,2019-07-14,18:00,2019-07-14,19:00,"SLG2CLS2","SLG2CLS2","S","S",302.00,318.70,16.70,"EUR","Luxair",151.00,151.00,0,"E","","","9","9",7,105,120
1296161310807,2019-06-18,01:09,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-07,18:00,2019-07-07,19:00,2019-07-14,19:45,2019-07-14,22:30,"OLG1CLS2","XLG1CLS2","O","X",207.00,223.70,16.70,"EUR","Luxair",86.00,121.00,0,"E","","","9","9",7,120,105
1296153218612,2019-06-18,01:09,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-16,19:30,2019-07-16,22:40,,,,,"WSPEC1","","W","",45.00,57.91,12.91,"EUR","Luxair",,,1,"E","","","5","",0,130,
1296153130567,2019-06-18,01:09,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-16,17:25,2019-07-16,18:45,,,,,"XLG1CLS1","","X","",220.00,223.79,3.79,"EUR","Luxair",,,1,"E","","","2","",0,140,
1296161863442,2019-06-18,01:10,"LU","LUX","DUB","1","","","LG","LG4883","",2019-07-22,17:25,2019-07-22,18:45,,,,,"XLG1CLS1","","X","",220.00,223.79,3.79,"EUR","Luxair",,,1,"E","","","8","",0,140,
1296161180793,2019-06-18,01:10,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-12,19:30,2019-07-12,22:15,2019-07-14,18:00,2019-07-14,19:00,"OLG2CLS2","SLG2CLS2","O","S",237.00,253.70,16.70,"EUR","Luxair",86.00,151.00,0,"E","","","9","9",2,105,120
1296161185878,2019-06-18,01:10,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-12,17:45,2019-07-12,18:45,2019-07-14,19:45,2019-07-14,22:30,"LLG1CLS2","XLG1CLS2","L","X",257.00,273.70,16.70,"EUR","Luxair",135.99,121.00,0,"E","","","9","9",2,120,105
1296161993647,2019-06-18,01:10,"IE","DUB","LUX","1","","","LG","LG4884","",2019-07-23,19:30,2019-07-23,22:40,,,,,"OLG2CLS1","","O","",150.00,162.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,130,
1296173695811,2019-06-18,01:14,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-22,19:30,2019-07-22,22:40,2019-07-24,17:25,2019-07-24,18:45,"OLG2CLS2","GLG2CLS2","O","G",162.00,178.70,16.70,"EUR","Luxair",86.00,75.99,0,"E","","","5","7",2,130,140
1296174386260,2019-06-18,01:14,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-07-22,17:25,2019-07-22,18:45,2019-07-24,19:30,2019-07-24,22:40,"XLG1CLS2","OLG1CLS2","X","O",207.00,223.70,16.70,"EUR","Luxair",121.00,86.00,0,"E","","","8","4",2,140,130
1296171030035,2019-06-18,01:14,"LU","LUX","DUB","1","","","LG","LG4883","",2019-08-09,17:45,2019-08-09,18:45,,,,,"HLG1CLS1","","H","",170.00,173.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1296174396549,2019-06-18,01:14,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-07-22,19:30,2019-07-22,22:40,2019-07-29,17:25,2019-07-29,18:45,"OLG2CLS2","OLG2CLS2","O","O",172.00,188.70,16.70,"EUR","Luxair",86.00,86.00,0,"E","","","5","9",7,130,140
