id,observation_date,observation_time,pos,origin,destination,is_one_way,outbound_travel_stop_over,inbound_travel_stop_over,carrier,outbound_flight_no, inbound_flight_no,outbound_departure_date,outbound_departure_time,outbound_arrival_date,outbound_arrival_time,inbound_departure_date,inbound_departure_time,inbound_arrival_date, inbound_arrival_time,outbound_fare_basis,inbound_fare_basis,outbound_booking_class,inbound_booking_class,price_exc,price_inc,tax,currency,source,price_outbound, price_inbound,is_tax_inc_outin,search_class,outbound_fare_family,inbound_fare_family,outbound_seats,inbound_seats,min_stay,outbound_flight_duration,inbound_flight_duration
1299196149201,2019-06-20,00:51,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-17,19:35,2020-01-17,22:20,2020-01-24,17:50,2020-01-24,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",7,105,120
1299196149904,2019-06-20,00:51,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-17,17:50,2020-01-17,18:50,2020-01-24,19:35,2020-01-24,22:20,"NLG1CLS2","WSPECIAL","N","W",92.00,107.04,15.04,"EUR","Luxair",61.00,31.00,0,"E","","","9","9",7,120,105
1299196528039,2019-06-20,00:52,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-20,19:35,2020-01-20,22:20,2020-01-27,17:50,2020-01-27,18:50,"WSPECIAL","WSPECIAL","W","W",62.00,77.04,15.04,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,105,120
1299196507614,2019-06-20,00:52,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-20,17:50,2020-01-20,18:50,2020-01-27,19:35,2020-01-27,22:20,"WSPECIAL","WSPECIAL","W","W",62.00,77.04,15.04,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,120,105
1299201158573,2019-06-20,00:54,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-24,19:35,2020-01-24,22:20,2020-01-31,17:50,2020-01-31,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",7,105,120
1299201133100,2019-06-20,00:54,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-24,17:50,2020-01-24,18:50,2020-01-31,19:35,2020-01-31,22:20,"NLG1CLS2","WSPECIAL","N","W",92.00,107.04,15.04,"EUR","Luxair",61.00,31.00,0,"E","","","9","9",7,120,105
1299200992552,2019-06-20,00:56,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-28,19:35,2020-01-28,22:20,2020-01-30,17:50,2020-01-30,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",2,105,120
1299200977876,2019-06-20,00:56,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-28,17:50,2020-01-28,18:50,2020-01-30,19:35,2020-01-30,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",2,120,105
1299201061961,2019-06-20,00:56,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-28,19:35,2020-01-28,22:20,2020-02-04,17:50,2020-02-04,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",7,105,120
1299201062165,2019-06-20,00:56,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-28,17:50,2020-01-28,18:50,2020-02-04,19:35,2020-02-04,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",7,120,105
1299122593770,2019-06-20,00:03,"LU","LUX","DUB","1","","","LG","LG4887","",2019-10-27,18:00,2019-10-27,19:00,,,,,"ALG1CLS1","","A","",90.00,93.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299122671909,2019-06-20,00:05,"LU","LUX","DUB","1","","","LG","LG4887","",2019-11-10,18:00,2019-11-10,19:00,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299122691718,2019-06-20,00:05,"LU","LUX","DUB","1","","","LG","LG4883","",2019-11-11,17:50,2019-11-11,18:50,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299123255443,2019-06-20,00:05,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-10-22,19:30,2019-10-22,22:40,2019-10-24,17:25,2019-10-24,18:45,"GLG2CLS2","GLG2CLS2","G","G",152.00,168.70,16.70,"EUR","Luxair",75.99,75.99,0,"E","","","9","9",2,130,140
1299123265917,2019-06-20,00:05,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-10-22,17:25,2019-10-22,18:45,2019-10-24,19:30,2019-10-24,22:40,"GLG1CLS2","ALG1CLS2","G","A",127.00,143.70,16.70,"EUR","Luxair",75.99,51.00,0,"E","","","9","9",2,140,130
1299122297380,2019-06-20,00:05,"LU","LUX","DUB","1","","","LG","LG4883","",2019-11-18,17:50,2019-11-18,18:50,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299130699482,2019-06-20,00:06,"LU","LUX","DUB","1","","","LG","LG4883","",2019-11-26,17:50,2019-11-26,18:50,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299129380034,2019-06-20,00:07,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-10-24,19:30,2019-10-24,22:40,2019-10-31,17:50,2019-10-31,18:50,"GLG2CLS2","GLG2CLS2","G","G",152.00,168.70,16.70,"EUR","Luxair",75.99,75.99,0,"E","","","9","9",7,130,120
1299128880686,2019-06-20,00:07,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-10-24,17:25,2019-10-24,18:45,2019-10-31,19:35,2019-10-31,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",7,140,105
1299130413550,2019-06-20,00:07,"LU","LUX","DUB","1","","","LG","LG4883","",2019-12-04,17:50,2019-12-04,18:50,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299130558003,2019-06-20,00:09,"LU","LUX","DUB","1","","","LG","LG4883","",2019-12-27,17:50,2019-12-27,18:50,,,,,"HLG1CLS1","","H","",170.00,173.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299130598565,2019-06-20,00:09,"LU","LUX","DUB","1","","","LG","LG4883","",2020-01-06,17:50,2020-01-06,18:50,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299133518862,2019-06-20,00:09,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-10-30,19:35,2019-10-30,22:20,2019-11-01,17:50,2019-11-01,18:50,"WSPECIAL","HLG2CLS2","W","H",132.00,147.04,15.04,"EUR","Luxair",31.00,100.99,0,"E","","","9","9",2,105,120
1299133598986,2019-06-20,00:10,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-10-31,17:50,2019-10-31,18:50,2019-11-07,19:35,2019-11-07,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",7,120,105
1299130617132,2019-06-20,00:10,"LU","LUX","DUB","1","","","LG","LG4883","",2020-01-17,17:50,2020-01-17,18:50,,,,,"NLG1CLS1","","N","",110.00,113.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299132061123,2019-06-20,00:11,"IE","DUB","LUX","1","","","LG","LG4884","",2019-10-22,19:30,2019-10-22,22:40,,,,,"ALG2CLS1","","A","",90.00,102.91,12.91,"EUR","Luxair",,,1,"E","","","9","",0,130,
1299133498870,2019-06-20,00:12,"IE","DUB","LUX","0","","","LG","LG4888","LG4883",2019-11-03,19:45,2019-11-03,22:30,2019-11-05,17:50,2019-11-05,18:50,"LLG2CLS2","GLG2CLS2","L","G",212.00,227.04,15.04,"EUR","Luxair",135.99,75.99,0,"E","","","9","9",2,105,120
1299133624643,2019-06-20,00:12,"LU","LUX","DUB","0","","","LG","LG4887","LG4884",2019-11-03,18:00,2019-11-03,19:00,2019-11-05,19:35,2019-11-05,22:20,"ALG1CLS2","WSPECIAL","A","W",82.00,97.04,15.04,"EUR","Luxair",51.00,31.00,0,"E","","","9","9",2,120,105
1299139287838,2019-06-20,00:12,"LU","LUX","DUB","1","","","LG","LG4887","",2020-02-09,18:00,2020-02-09,19:00,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299133676360,2019-06-20,00:12,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-11-04,19:35,2019-11-04,22:20,2019-11-11,17:50,2019-11-11,18:50,"WSPECIAL","WSPECIAL","W","W",62.00,77.04,15.04,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,105,120
1299133694486,2019-06-20,00:12,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-11-04,17:50,2019-11-04,18:50,2019-11-11,19:35,2019-11-11,22:20,"WSPECIAL","WSPECIAL","W","W",62.00,77.04,15.04,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",7,120,105
1299139251785,2019-06-20,00:12,"LU","LUX","DUB","1","","","LG","LG4883","",2020-02-10,17:50,2020-02-10,18:50,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299139307816,2019-06-20,00:13,"LU","LUX","DUB","1","","","LG","LG4883","",2020-02-18,17:50,2020-02-18,18:50,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299139352885,2019-06-20,00:14,"LU","LUX","DUB","1","","","LG","LG4883","",2020-02-27,17:50,2020-02-27,18:50,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299139494456,2019-06-20,00:15,"LU","LUX","DUB","1","","","LG","LG4883","",2020-03-09,17:50,2020-03-09,18:50,,,,,"OLG1CLS1","","O","",150.00,153.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299139204162,2019-06-20,00:15,"IE","DUB","LUX","0","","","LG","LG4888","LG4887",2019-11-10,19:45,2019-11-10,22:30,2019-11-17,17:40,2019-11-17,19:00,"OLG2CLS2","GLG2CLS2","O","G",162.00,177.04,15.04,"EUR","Luxair",86.00,75.99,0,"E","","","9","9",7,105,140
1299139208081,2019-06-20,00:15,"LU","LUX","DUB","0","","","LG","LG4887","LG4888",2019-11-10,18:00,2019-11-10,19:00,2019-11-17,19:45,2019-11-17,22:55,"WSPECIAL","HLG1CLS2","W","H",132.00,147.04,15.04,"EUR","Luxair",31.00,100.99,0,"E","","","9","9",7,120,130
1299139567300,2019-06-20,00:15,"LU","LUX","DUB","1","","","LG","LG4883","",2020-03-18,17:50,2020-03-18,18:50,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299148018805,2019-06-20,00:16,"LU","LUX","DUB","1","","","LG","LG4883","",2020-03-29,18:00,2020-03-29,19:00,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299144452771,2019-06-20,00:16,"IE","DUB","LUX","1","","","LG","LG4884","",2019-11-27,19:35,2019-11-27,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299148177542,2019-06-20,00:17,"LU","LUX","DUB","1","","","LG","LG4883","",2020-04-08,17:45,2020-04-08,18:45,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299148236438,2019-06-20,00:18,"LU","LUX","DUB","1","","","LG","LG4883","",2020-04-19,18:00,2020-04-19,19:00,,,,,"OLG1CLS1","","O","",150.00,153.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299144494459,2019-06-20,00:18,"IE","DUB","LUX","1","","","LG","LG4884","",2019-12-09,19:35,2019-12-09,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299148236910,2019-06-20,00:18,"LU","LUX","DUB","1","","","LG","LG4883","",2020-04-20,17:45,2020-04-20,18:45,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299148250901,2019-06-20,00:19,"LU","LUX","DUB","1","","","LG","LG4883","",2020-04-29,17:45,2020-04-29,18:45,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299144430673,2019-06-20,00:20,"IE","DUB","LUX","1","","","LG","LG4884","",2019-12-19,19:35,2019-12-19,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299148263113,2019-06-20,00:20,"LU","LUX","DUB","1","","","LG","LG4883","",2020-05-08,17:45,2020-05-08,18:45,,,,,"HLG1CLS1","","H","",170.00,173.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299148285120,2019-06-20,00:21,"LU","LUX","DUB","1","","","LG","LG4883","",2020-05-18,17:45,2020-05-18,18:45,,,,,"WSPEC1","","W","",45.00,48.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299149917929,2019-06-20,00:21,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-11-20,19:35,2019-11-20,22:20,2019-11-27,17:50,2019-11-27,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",7,105,120
1299154923523,2019-06-20,00:21,"LU","LUX","DUB","1","","","LG","LG4883","",2020-05-28,17:45,2020-05-28,18:45,,,,,"GLG1CLS1","","G","",130.00,133.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299154771461,2019-06-20,00:22,"LU","LUX","DUB","1","","","LG","LG4883","",2020-06-05,17:45,2020-06-05,18:45,,,,,"HLG1CLS1","","H","",170.00,173.79,3.79,"EUR","Luxair",,,1,"E","","","9","",0,120,
1299155050704,2019-06-20,00:24,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-11-26,17:50,2019-11-26,18:50,2019-12-03,19:35,2019-12-03,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",7,120,105
1299153125545,2019-06-20,00:24,"IE","DUB","LUX","1","","","LG","LG4884","",2020-01-15,19:35,2020-01-15,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299153139708,2019-06-20,00:25,"IE","DUB","LUX","1","","","LG","LG4884","",2020-01-20,19:35,2020-01-20,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299155363165,2019-06-20,00:25,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-11-29,19:35,2019-11-29,22:45,2019-12-06,17:30,2019-12-06,18:50,"GLG2CLS2","OLG2CLS2","G","O",162.00,177.04,15.04,"EUR","Luxair",75.99,86.00,0,"E","","","9","9",7,130,140
1299155584280,2019-06-20,00:25,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-11-29,17:30,2019-11-29,18:50,2019-12-06,19:35,2019-12-06,22:45,"GLG1CLS2","ALG1CLS2","G","A",127.00,142.04,15.04,"EUR","Luxair",75.99,51.00,0,"E","","","5","4",7,140,130
1299161123101,2019-06-20,00:26,"IE","DUB","LUX","1","","","LG","LG4884","",2020-01-29,19:35,2020-01-29,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299161223321,2019-06-20,00:28,"IE","DUB","LUX","1","","","LG","LG4884","",2020-02-13,19:35,2020-02-13,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299162351645,2019-06-20,00:29,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-12-06,19:35,2019-12-06,22:45,2019-12-13,17:30,2019-12-13,18:50,"GLG2CLS2","GLG2CLS2","G","G",152.00,167.04,15.04,"EUR","Luxair",75.99,75.99,0,"E","","","9","9",7,130,140
1299162301626,2019-06-20,00:29,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-12-06,17:30,2019-12-06,18:50,2019-12-13,19:35,2019-12-13,22:45,"OLG1CLS2","RLG1CLS2","O","R",127.00,142.04,15.04,"EUR","Luxair",86.00,40.99,0,"E","","","9","8",7,140,130
1299161305679,2019-06-20,00:29,"IE","DUB","LUX","1","","","LG","LG4884","",2020-02-18,19:35,2020-02-18,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299161275385,2019-06-20,00:30,"IE","DUB","LUX","1","","","LG","LG4884","",2020-02-24,19:35,2020-02-24,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299166643996,2019-06-20,00:31,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-12-10,19:35,2019-12-10,22:20,2019-12-12,17:50,2019-12-12,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",2,105,120
1299166278404,2019-06-20,00:31,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-12-10,17:50,2019-12-10,18:50,2019-12-12,19:35,2019-12-12,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",2,120,105
1299166711603,2019-06-20,00:31,"IE","DUB","LUX","1","","","LG","LG4888","",2020-03-01,19:45,2020-03-01,22:30,,,,,"GLG2CLS1","","G","",130.00,141.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299166775445,2019-06-20,00:31,"IE","DUB","LUX","1","","","LG","LG4884","",2020-03-05,19:35,2020-03-05,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299166857482,2019-06-20,00:33,"IE","DUB","LUX","0","","","LG","LG4888","LG4887",2019-12-15,19:45,2019-12-15,22:55,2019-12-22,17:40,2019-12-22,19:00,"GLG2CLS2","OLG2CLS2","G","O",162.00,177.04,15.04,"EUR","Luxair",75.99,86.00,0,"E","","","9","9",7,130,140
1299166945632,2019-06-20,00:34,"LU","LUX","DUB","0","","","LG","LG4887","LG4888",2019-12-15,17:40,2019-12-15,19:00,2019-12-22,19:45,2019-12-22,22:55,"ALG1CLS2","GLG1CLS2","A","G",127.00,142.04,15.04,"EUR","Luxair",51.00,75.99,0,"E","","","7","9",7,140,130
1299166949518,2019-06-20,00:34,"IE","DUB","LUX","1","","","LG","LG4884","",2020-03-20,19:35,2020-03-20,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299174681203,2019-06-20,00:34,"IE","DUB","LUX","1","","","LG","LG4884","",2020-03-26,19:35,2020-03-26,22:20,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299174833534,2019-06-20,00:35,"IE","DUB","LUX","1","","","LG","LG4884","",2020-04-01,19:30,2020-04-01,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299174921520,2019-06-20,00:36,"IE","DUB","LUX","1","","","LG","LG4884","",2020-04-06,19:30,2020-04-06,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299172311691,2019-06-20,00:36,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-12-20,19:35,2019-12-20,22:45,2019-12-27,17:50,2019-12-27,18:50,"GLG2CLS2","HLG2CLS2","G","H",177.00,192.04,15.04,"EUR","Luxair",75.99,100.99,0,"E","","","9","9",7,130,120
1299172019839,2019-06-20,00:36,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-12-20,17:30,2019-12-20,18:50,2019-12-27,19:35,2019-12-27,22:20,"SLG1CLS2","WSPECIAL","S","W",182.00,197.04,15.04,"EUR","Luxair",151.00,31.00,0,"E","","","9","9",7,140,105
1299172085979,2019-06-20,00:37,"IE","DUB","LUX","0","","","LG","LG4888","LG4887",2019-12-22,19:45,2019-12-22,22:55,2019-12-29,17:40,2019-12-29,19:00,"GLG2CLS2","XLG2CLS2","G","X",197.00,212.04,15.04,"EUR","Luxair",75.99,121.00,0,"E","","","9","9",7,130,140
1299175008612,2019-06-20,00:37,"IE","DUB","LUX","1","","","LG","LG4884","",2020-04-13,19:30,2020-04-13,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299172418075,2019-06-20,00:37,"LU","LUX","DUB","0","","","LG","LG4887","LG4888",2019-12-22,17:40,2019-12-22,19:00,2019-12-29,19:45,2019-12-29,22:55,"OLG1CLS2","HLG1CLS2","O","H",187.00,202.04,15.04,"EUR","Luxair",86.00,100.99,0,"E","","","9","2",7,140,130
1299178649606,2019-06-20,00:38,"IE","DUB","LUX","0","","","LG","LG4886","LG4885",2019-12-24,13:45,2019-12-24,16:50,2019-12-31,11:50,2019-12-31,13:10,"GLG2CLS2","OLG2CLS2","G","O",162.00,177.04,15.04,"EUR","Luxair",75.99,86.00,0,"E","","","9","9",7,125,140
1299174858389,2019-06-20,00:38,"IE","DUB","LUX","1","","","LG","LG4884","",2020-04-20,19:30,2020-04-20,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299178449099,2019-06-20,00:38,"LU","LUX","DUB","0","","","LG","LG4885","LG4886",2019-12-24,11:50,2019-12-24,13:10,2019-12-31,13:45,2019-12-31,16:50,"GLG1CLS2","ALG1CLS2","G","A",127.00,142.04,15.04,"EUR","Luxair",75.99,51.00,0,"E","","","9","9",7,140,125
1299178714623,2019-06-20,00:39,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2019-12-26,19:35,2019-12-26,22:20,2020-01-02,17:30,2020-01-02,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",7,105,140
1299178715111,2019-06-20,00:39,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2019-12-26,17:50,2019-12-26,18:50,2020-01-02,19:35,2020-01-02,22:45,"GLG1CLS2","HLG1CLS2","G","H",177.00,192.04,15.04,"EUR","Luxair",75.99,100.99,0,"E","","","9","9",7,120,130
1299182260060,2019-06-20,00:39,"IE","DUB","LUX","1","","","LG","LG4884","",2020-04-27,19:30,2020-04-27,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299182281716,2019-06-20,00:40,"IE","DUB","LUX","1","","","LG","LG4884","",2020-05-01,19:30,2020-05-01,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299182564485,2019-06-20,00:41,"IE","DUB","LUX","1","","","LG","LG4884","",2020-05-06,19:30,2020-05-06,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299182599955,2019-06-20,00:42,"IE","DUB","LUX","1","","","LG","LG4884","",2020-05-13,19:30,2020-05-13,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299181951500,2019-06-20,00:43,"IE","DUB","LUX","1","","","LG","LG4884","",2020-05-20,19:30,2020-05-20,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299188509117,2019-06-20,00:44,"IE","DUB","LUX","1","","","LG","LG4884","",2020-06-01,19:30,2020-06-01,22:15,,,,,"FLG2CLS1","","F","",195.00,206.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299184764377,2019-06-20,00:45,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-06,19:35,2020-01-06,22:20,2020-01-08,17:50,2020-01-08,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",2,105,120
1299190158447,2019-06-20,00:46,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-08,19:35,2020-01-08,22:20,2020-01-10,17:50,2020-01-10,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",2,105,120
1299190464476,2019-06-20,00:46,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-08,17:50,2020-01-08,18:50,2020-01-10,19:35,2020-01-10,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",2,120,105
1299188595902,2019-06-20,00:46,"IE","DUB","LUX","1","","","LG","LG4884","",2020-06-09,19:30,2020-06-09,22:15,,,,,"WSPEC1","","W","",45.00,56.25,11.25,"EUR","Luxair",,,1,"E","","","9","",0,105,
1299190198817,2019-06-20,00:47,"IE","DUB","LUX","0","","","LG","LG4884","LG4887",2020-01-10,19:35,2020-01-10,22:20,2020-01-12,18:00,2020-01-12,19:00,"WSPECIAL","WSPECIAL","W","W",62.00,77.04,15.04,"EUR","Luxair",31.00,31.00,0,"E","","","9","9",2,105,120
1299190496683,2019-06-20,00:47,"LU","LUX","DUB","0","","","LG","LG4883","LG4888",2020-01-10,17:50,2020-01-10,18:50,2020-01-12,19:45,2020-01-12,22:30,"NLG1CLS2","GLG1CLS2","N","G",137.00,152.04,15.04,"EUR","Luxair",61.00,75.99,0,"E","","","9","9",2,120,105
1299196612097,2019-06-20,00:52,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-21,19:35,2020-01-21,22:20,2020-01-23,17:50,2020-01-23,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",2,105,120
1299196673570,2019-06-20,00:52,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-21,17:50,2020-01-21,18:50,2020-01-23,19:35,2020-01-23,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",2,120,105
1299201038274,2019-06-20,00:56,"IE","DUB","LUX","0","","","LG","LG4884","LG4883",2020-01-29,19:35,2020-01-29,22:20,2020-01-31,17:50,2020-01-31,18:50,"WSPECIAL","GLG2CLS2","W","G",107.00,122.04,15.04,"EUR","Luxair",31.00,75.99,0,"E","","","9","9",2,105,120
1299201035979,2019-06-20,00:56,"LU","LUX","DUB","0","","","LG","LG4883","LG4884",2020-01-29,17:50,2020-01-29,18:50,2020-01-31,19:35,2020-01-31,22:20,"GLG1CLS2","WSPECIAL","G","W",107.00,122.04,15.04,"EUR","Luxair",75.99,31.00,0,"E","","","9","9",2,120,105
