FltNum,Route,airport_arrival,airport_depart,Cabin,Bid Price,Bid Price max,IssueDate,DepDate,yday,dday,dtime,month,Dprio
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-17,2019-06-19,170,Wednesday,08:20,6,2.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-17,2019-06-19,170,Wednesday,08:20,6,2.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-18,2019-06-19,170,Wednesday,08:20,6,1.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-18,2019-06-19,170,Wednesday,08:20,6,1.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-13,2019-06-20,171,Thursday,06:00,6,7.0
3769,LUX-OPO,OPO,LUX,Eco.,97.0,97.0,2019-06-13,2019-06-20,171,Thursday,06:00,6,7.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-14,2019-06-20,171,Thursday,06:00,6,6.0
3769,LUX-OPO,OPO,LUX,Eco.,113.0,113.0,2019-06-14,2019-06-20,171,Thursday,06:00,6,6.0
3769,LUX-OPO,OPO,LUX,Eco.,110.0,110.0,2019-06-15,2019-06-20,171,Thursday,06:00,6,5.0
3769,LUX-OPO,OPO,LUX,Bus.,179.0,179.0,2019-06-15,2019-06-20,171,Thursday,06:00,6,5.0
3769,LUX-OPO,OPO,LUX,Eco.,104.0,104.0,2019-06-16,2019-06-20,171,Thursday,06:00,6,4.0
3769,LUX-OPO,OPO,LUX,Bus.,179.0,179.0,2019-06-16,2019-06-20,171,Thursday,06:00,6,4.0
3769,LUX-OPO,OPO,LUX,Eco.,96.0,96.0,2019-06-17,2019-06-20,171,Thursday,06:00,6,3.0
3769,LUX-OPO,OPO,LUX,Bus.,179.0,179.0,2019-06-17,2019-06-20,171,Thursday,06:00,6,3.0
3769,LUX-OPO,OPO,LUX,Bus.,179.0,179.0,2019-06-18,2019-06-20,171,Thursday,06:00,6,2.0
3769,LUX-OPO,OPO,LUX,Eco.,108.0,108.0,2019-06-18,2019-06-20,171,Thursday,06:00,6,2.0
3769,LUX-OPO,OPO,LUX,Eco.,110.0,110.0,2019-06-19,2019-06-20,171,Thursday,06:00,6,1.0
3769,LUX-OPO,OPO,LUX,Bus.,179.0,179.0,2019-06-19,2019-06-20,171,Thursday,06:00,6,1.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-13,2019-06-20,171,Thursday,08:20,6,7.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-13,2019-06-20,171,Thursday,08:20,6,7.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-14,2019-06-20,171,Thursday,08:20,6,6.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-14,2019-06-20,171,Thursday,08:20,6,6.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-15,2019-06-20,171,Thursday,08:20,6,5.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-15,2019-06-20,171,Thursday,08:20,6,5.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-16,2019-06-20,171,Thursday,08:20,6,4.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-16,2019-06-20,171,Thursday,08:20,6,4.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-17,2019-06-20,171,Thursday,08:20,6,3.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-17,2019-06-20,171,Thursday,08:20,6,3.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-18,2019-06-20,171,Thursday,08:20,6,2.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-18,2019-06-20,171,Thursday,08:20,6,2.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-19,2019-06-20,171,Thursday,08:20,6,1.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-19,2019-06-20,171,Thursday,08:20,6,1.0
3769,LUX-OPO,OPO,LUX,Eco.,134.0,134.0,2019-06-13,2019-06-21,172,Friday,06:00,6,8.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-13,2019-06-21,172,Friday,06:00,6,8.0
3769,LUX-OPO,OPO,LUX,Eco.,132.0,132.0,2019-06-14,2019-06-21,172,Friday,06:00,6,7.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-14,2019-06-21,172,Friday,06:00,6,7.0
3769,LUX-OPO,OPO,LUX,Eco.,130.0,130.0,2019-06-15,2019-06-21,172,Friday,06:00,6,6.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-15,2019-06-21,172,Friday,06:00,6,6.0
3769,LUX-OPO,OPO,LUX,Eco.,134.0,134.0,2019-06-16,2019-06-21,172,Friday,06:00,6,5.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-16,2019-06-21,172,Friday,06:00,6,5.0
3769,LUX-OPO,OPO,LUX,Eco.,137.0,137.0,2019-06-17,2019-06-21,172,Friday,06:00,6,4.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-17,2019-06-21,172,Friday,06:00,6,4.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-18,2019-06-21,172,Friday,06:00,6,3.0
3769,LUX-OPO,OPO,LUX,Eco.,136.0,136.0,2019-06-18,2019-06-21,172,Friday,06:00,6,3.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-19,2019-06-21,172,Friday,06:00,6,2.0
3769,LUX-OPO,OPO,LUX,Eco.,138.0,138.0,2019-06-19,2019-06-21,172,Friday,06:00,6,2.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-20,2019-06-21,172,Friday,06:00,6,1.0
3769,LUX-OPO,OPO,LUX,Eco.,120.0,120.0,2019-06-20,2019-06-21,172,Friday,06:00,6,1.0
3770,LUX-OPO,LUX,OPO,Eco.,73.0,73.0,2019-06-13,2019-06-21,172,Friday,08:20,6,8.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-13,2019-06-21,172,Friday,08:20,6,8.0
3770,LUX-OPO,LUX,OPO,Eco.,72.0,72.0,2019-06-14,2019-06-21,172,Friday,08:20,6,7.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-14,2019-06-21,172,Friday,08:20,6,7.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-15,2019-06-21,172,Friday,08:20,6,6.0
3770,LUX-OPO,LUX,OPO,Eco.,60.0,60.0,2019-06-15,2019-06-21,172,Friday,08:20,6,6.0
3770,LUX-OPO,LUX,OPO,Eco.,37.0,37.0,2019-06-16,2019-06-21,172,Friday,08:20,6,5.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-16,2019-06-21,172,Friday,08:20,6,5.0
3770,LUX-OPO,LUX,OPO,Eco.,3.0,3.0,2019-06-17,2019-06-21,172,Friday,08:20,6,4.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-17,2019-06-21,172,Friday,08:20,6,4.0
3770,LUX-OPO,LUX,OPO,Eco.,17.0,17.0,2019-06-18,2019-06-21,172,Friday,08:20,6,3.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-18,2019-06-21,172,Friday,08:20,6,3.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-19,2019-06-21,172,Friday,08:20,6,2.0
3770,LUX-OPO,LUX,OPO,Eco.,13.0,13.0,2019-06-19,2019-06-21,172,Friday,08:20,6,2.0
3770,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-20,2019-06-21,172,Friday,08:20,6,1.0
3770,LUX-OPO,LUX,OPO,Eco.,0.0,0.0,2019-06-20,2019-06-21,172,Friday,08:20,6,1.0
3761,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-13,2019-06-23,174,Sunday,17:10,6,10.0
3761,LUX-OPO,OPO,LUX,Eco.,139.0,139.0,2019-06-13,2019-06-23,174,Sunday,17:10,6,10.0
3761,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-14,2019-06-23,174,Sunday,17:10,6,9.0
3761,LUX-OPO,OPO,LUX,Eco.,139.0,139.0,2019-06-14,2019-06-23,174,Sunday,17:10,6,9.0
3761,LUX-OPO,OPO,LUX,Bus.,170.0,170.0,2019-06-15,2019-06-23,174,Sunday,17:10,6,8.0
3761,LUX-OPO,OPO,LUX,Eco.,140.0,140.0,2019-06-15,2019-06-23,174,Sunday,17:10,6,8.0
3761,LUX-OPO,OPO,LUX,Eco.,140.0,140.0,2019-06-16,2019-06-23,174,Sunday,17:10,6,7.0
3761,LUX-OPO,OPO,LUX,Bus.,170.0,170.0,2019-06-16,2019-06-23,174,Sunday,17:10,6,7.0
3761,LUX-OPO,OPO,LUX,Eco.,140.0,140.0,2019-06-17,2019-06-23,174,Sunday,17:10,6,6.0
3761,LUX-OPO,OPO,LUX,Bus.,170.0,170.0,2019-06-17,2019-06-23,174,Sunday,17:10,6,6.0
3761,LUX-OPO,OPO,LUX,Bus.,170.0,170.0,2019-06-18,2019-06-23,174,Sunday,17:10,6,5.0
3761,LUX-OPO,OPO,LUX,Eco.,141.0,141.0,2019-06-18,2019-06-23,174,Sunday,17:10,6,5.0
3761,LUX-OPO,OPO,LUX,Eco.,142.0,142.0,2019-06-19,2019-06-23,174,Sunday,17:10,6,4.0
3761,LUX-OPO,OPO,LUX,Bus.,170.0,170.0,2019-06-19,2019-06-23,174,Sunday,17:10,6,4.0
3761,LUX-OPO,OPO,LUX,Bus.,170.0,170.0,2019-06-20,2019-06-23,174,Sunday,17:10,6,3.0
3761,LUX-OPO,OPO,LUX,Eco.,142.0,142.0,2019-06-20,2019-06-23,174,Sunday,17:10,6,3.0
3761,LUX-OPO,OPO,LUX,Eco.,143.0,143.0,2019-06-21,2019-06-23,174,Sunday,17:10,6,2.0
3761,LUX-OPO,OPO,LUX,Bus.,170.0,170.0,2019-06-21,2019-06-23,174,Sunday,17:10,6,2.0
3762,LUX-OPO,LUX,OPO,Eco.,193.0,193.0,2019-06-13,2019-06-23,174,Sunday,19:25,6,10.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-13,2019-06-23,174,Sunday,19:25,6,10.0
3762,LUX-OPO,LUX,OPO,Eco.,192.0,192.0,2019-06-14,2019-06-23,174,Sunday,19:25,6,9.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-14,2019-06-23,174,Sunday,19:25,6,9.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-15,2019-06-23,174,Sunday,19:25,6,8.0
3762,LUX-OPO,LUX,OPO,Eco.,192.0,192.0,2019-06-15,2019-06-23,174,Sunday,19:25,6,8.0
3762,LUX-OPO,LUX,OPO,Eco.,206.0,206.0,2019-06-16,2019-06-23,174,Sunday,19:25,6,7.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-16,2019-06-23,174,Sunday,19:25,6,7.0
3762,LUX-OPO,LUX,OPO,Eco.,201.0,201.0,2019-06-17,2019-06-23,174,Sunday,19:25,6,6.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-17,2019-06-23,174,Sunday,19:25,6,6.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-18,2019-06-23,174,Sunday,19:25,6,5.0
3762,LUX-OPO,LUX,OPO,Eco.,207.0,207.0,2019-06-18,2019-06-23,174,Sunday,19:25,6,5.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-19,2019-06-23,174,Sunday,19:25,6,4.0
3762,LUX-OPO,LUX,OPO,Eco.,253.0,253.0,2019-06-19,2019-06-23,174,Sunday,19:25,6,4.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-20,2019-06-23,174,Sunday,19:25,6,3.0
3762,LUX-OPO,LUX,OPO,Eco.,244.0,244.0,2019-06-20,2019-06-23,174,Sunday,19:25,6,3.0
3762,LUX-OPO,LUX,OPO,Eco.,184.0,184.0,2019-06-21,2019-06-23,174,Sunday,19:25,6,2.0
3762,LUX-OPO,LUX,OPO,Bus.,0.0,0.0,2019-06-21,2019-06-23,174,Sunday,19:25,6,2.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-13,2019-06-24,175,Monday,06:00,6,11.0
3769,LUX-OPO,OPO,LUX,Eco.,96.0,96.0,2019-06-13,2019-06-24,175,Monday,06:00,6,11.0
3769,LUX-OPO,OPO,LUX,Bus.,0.0,0.0,2019-06-14,2019-06-24,175,Monday,06:00,6,10.0
3769,LUX-OPO,OPO,LUX,Eco.,96.0,96.0,2019-06-14,2019-06-24,175,Monday,06:00,6,10.0
3769,LUX-OPO,OPO,LUX,Bus.,183.0,183.0,2019-06-15,2019-06-24,175,Monday,06:00,6,9.0
3769,LUX-OPO,OPO,LUX,Eco.,96.0,96.0,2019-06-15,2019-06-24,175,Monday,06:00,6,9.0
3769,LUX-OPO,OPO,LUX,Bus.,183.0,183.0,2019-06-16,2019-06-24,175,Monday,06:00,6,8.0
3769,LUX-OPO,OPO,LUX,Eco.,96.0,96.0,2019-06-16,2019-06-24,175,Monday,06:00,6,8.0
3769,LUX-OPO,OPO,LUX,Eco.,96.0,96.0,2019-06-17,2019-06-24,175,Monday,06:00,6,7.0
3769,LUX-OPO,OPO,LUX,Bus.,183.0,183.0,2019-06-17,2019-06-24,175,Monday,06:00,6,7.0
3769,LUX-OPO,OPO,LUX,Bus.,183.0,183.0,2019-06-18,2019-06-24,175,Monday,06:00,6,6.0
