Route,DepDate,FltNum,dtime,Direction,month,dday,SpoilageRisk,Intensity_downweighted,Intensity_full,SpillageRisk
LUX-CPH,2019-05-28,5434,08:35,I,May,Tuesday,0.9999853328519228,-18.303252345526786,-35.0,2.2175326053197608e-07
LUX-CPH,2019-05-28,5435,17:55,O,May,Tuesday,0.9982843374637462,-11.399999999999991,-29.0,4.7361206981344495e-05
LUX-CPH,2019-05-28,5435,18:00,O,May,Tuesday,0.9999996765298123,-24.39999999999999,-42.0,5.6813193038962595e-09
LUX-CPH,2019-05-28,5436,20:30,I,May,Tuesday,0.9400522913087126,-3.3999999999999915,-21.0,0.0032478411490118875
LUX-CPH,2019-05-28,5437,12:40,O,May,Tuesday,0.9987216351632408,-11.400000000000013,-29.0,1.7115911999376898e-05
LUX-CPH,2019-05-28,5438,15:10,I,May,Tuesday,0.9999071414711327,-16.39999999999999,-34.0,1.9800287269777783e-06
LUX-CPH,2019-05-29,5433,06:10,O,May,Wednesday,0.023532664240858953,11.0,-19.0,0.004720406838359947
LUX-CPH,2019-05-29,5434,08:35,I,May,Wednesday,0.0,12.399999999999997,-28.0,3.5281077851667675e-05
LUX-CPH,2019-05-29,5435,17:55,O,May,Wednesday,0.0,34.54929577464788,-3.0,0.575114994381688
LUX-CPH,2019-05-29,5435,18:00,O,May,Wednesday,0.9570645374125235,-2.599999999999998,-41.0,1.5705863165571543e-08
LUX-CPH,2019-05-29,5436,20:30,I,May,Wednesday,0.0,27.999999999999993,-7.0,0.31077991275369987
LUX-CPH,2019-05-29,5437,12:40,O,May,Wednesday,0.0,20.999999999999986,-11.0,0.0987085938368466
LUX-CPH,2019-05-29,5438,15:10,I,May,Wednesday,0.0,22.211546930693228,-9.0,0.2544926700583722
LUX-CPH,2019-05-30,5433,06:10,O,May,Thursday,8.131890496297684e-05,20.599999999999987,-10.0,0.21271166122929852
LUX-CPH,2019-05-30,5434,08:35,I,May,Thursday,0.48192937896469307,4.599999999999987,-13.0,0.07066702022382843
LUX-CPH,2019-05-30,5435,17:55,O,May,Thursday,0.9974335049423227,-11.399999999999991,-28.0,0.00010129404774184003
LUX-CPH,2019-05-30,5436,20:30,I,May,Thursday,0.8638729564558522,-1.3999999999999915,-18.0,0.01223950819186237
LUX-CPH,2019-05-30,5437,12:40,O,May,Thursday,0.09547108665592975,10.599999999999987,-7.0,0.3257536568777767
LUX-CPH,2019-05-30,5438,15:10,I,May,Thursday,0.5727845204945717,3.6000000000000085,-13.0,0.06973179234369986
LUX-CPH,2019-05-31,5433,06:10,O,May,Friday,0.9994850681858001,-13.399999999999999,-30.0,8.72104780180738e-06
LUX-CPH,2019-05-31,5434,08:35,I,May,Friday,0.8967519383655196,-2.3999999999999986,-19.0,0.005155985506796856
LUX-CPH,2019-05-31,5435,17:55,O,May,Friday,0.9999998408965627,-24.4,-41.0,1.7687274977973289e-09
LUX-CPH,2019-05-31,5435,18:00,O,May,Friday,0.9999999998959653,-32.4,-49.0,1.1577405700791132e-12
LUX-CPH,2019-05-31,5436,20:30,I,May,Friday,0.20621240622229425,7.600000000000001,-9.0,0.19700232229264414
LUX-CPH,2019-05-31,5437,12:40,O,May,Friday,0.986416980900107,-7.395160441030448,-24.0,0.0003774736164809944
LUX-CPH,2019-05-31,5437,12:45,O,May,Friday,0.999999999730566,-30.800000000000026,-48.0,8.719691635405979e-13
LUX-CPH,2019-05-31,5438,15:10,I,May,Friday,0.8076689295230279,-0.3999999999999986,-17.0,0.012718200362859866
LUX-CPH,2019-06-01,5433,06:10,O,June,Saturday,0.9992230538276612,-11.399999999999991,-29.0,3.1023178971301135e-06
LUX-CPH,2019-06-01,5434,08:35,I,June,Saturday,0.012702405559353034,9.000000000000021,-23.0,0.00022541518575602826
LUX-CPH,2019-06-02,5435,18:20,O,June,Sunday,0.013203189122151824,14.609804079270681,-3.0,0.6314858611387755
LUX-CPH,2019-06-02,5436,20:50,I,June,Sunday,1.814995888984541e-05,21.6,13.0,0.999984899353169
LUX-CPH,2019-06-02,5437,13:20,O,June,Sunday,0.00020108320718020673,19.792114207158725,2.0,0.9045640865743674
LUX-CPH,2019-06-02,5437,13:25,O,June,Sunday,0.9999999993565457,-30.4,-48.0,1.0806244787886499e-11
LUX-CPH,2019-06-02,5438,15:50,I,June,Sunday,0.0,41.701088230190614,24.0,0.9999999999998409
LUX-CPH,2019-06-02,5438,15:55,I,June,Sunday,0.9999999983726049,-29.4,-70.0,3.3306690738754696e-16
LUX-CPH,2019-06-03,5433,06:10,O,June,Monday,0.9283856965629322,-3.3999999999999986,-20.0,0.004362611390758331
LUX-CPH,2019-06-03,5434,08:35,I,June,Monday,0.05338826264214323,11.600000000000001,-5.0,0.46385258304815113
LUX-CPH,2019-06-03,5435,17:55,O,June,Monday,0.9967363649215384,-10.399999999999999,-27.0,0.00010652759837170844
LUX-CPH,2019-06-03,5436,20:30,I,June,Monday,0.6214052352334177,2.6000000000000014,-14.0,0.049456677311910946
LUX-CPH,2019-06-03,5437,12:40,O,June,Monday,0.6214052352334177,2.6000000000000014,-14.0,0.049456677311910946
LUX-CPH,2019-06-03,5438,15:10,I,June,Monday,0.02107524162048195,13.187429723864462,-5.0,0.5528157886413636
LUX-CPH,2019-06-04,5433,06:10,O,June,Tuesday,0.9969793431788825,-11.400000000000013,-28.0,0.0001282674218883173
LUX-CPH,2019-06-04,5434,08:35,I,June,Tuesday,0.0051583371078631575,10.781690140845068,-21.0,0.004135264059818233
LUX-CPH,2019-06-04,5435,17:55,O,June,Tuesday,0.9974384040151223,-11.822717119844619,-29.0,0.00016334778476623235
LUX-CPH,2019-06-04,5435,18:00,O,June,Tuesday,0.9998712608667668,-16.204225352112672,-36.0,3.7149547928994053e-06
LUX-CPH,2019-06-04,5436,20:30,I,June,Tuesday,0.9668125081061976,-5.3999999999999915,-23.0,0.003369003358579925
LUX-CPH,2019-06-04,5437,12:40,O,June,Tuesday,0.99509174376849,-10.400000000000013,-27.0,0.0002212459716941506
LUX-CPH,2019-06-04,5438,15:10,I,June,Tuesday,0.7978446556438297,0.6000000000000085,-17.0,0.03250993122568535
LUX-CPH,2019-06-05,5433,06:10,O,June,Wednesday,0.9998274355113524,-16.39831981835868,-33.0,1.2253685282903604e-05
LUX-CPH,2019-06-05,5434,08:35,I,June,Wednesday,0.9937560255155754,-7.157347360655429,-33.0,5.335936349992743e-06
LUX-CPH,2019-06-05,5435,17:55,O,June,Wednesday,0.7653159773592011,0.6000000000000085,-16.0,0.042822351979914464
LUX-CPH,2019-06-05,5436,20:30,I,June,Wednesday,0.5803951641553026,3.600146479647279,-13.0,0.1303168964800573
LUX-CPH,2019-06-05,5437,12:40,O,June,Wednesday,0.9640917801290976,-5.400000000000013,-22.0,0.002521707839090004
LUX-CPH,2019-06-05,5438,15:10,I,June,Wednesday,0.9405553077952321,-4.3999999999999915,-21.0,0.007359250145061336
LUX-CPH,2019-06-06,5433,06:10,O,June,Thursday,0.9784699743359146,-6.400000000000013,-24.0,0.0015067614812912522
LUX-CPH,2019-06-06,5434,08:35,I,June,Thursday,0.6926585783638715,1.4763126264130904,-28.0,0.0001750194068718125
LUX-CPH,2019-06-06,5435,17:55,O,June,Thursday,0.987759024845085,-8.399999999999991,-25.0,0.0012991421962134098
LUX-CPH,2019-06-06,5435,18:00,O,June,Thursday,0.9997380426279957,-16.39999999999999,-38.0,4.714175373288221e-06
LUX-CPH,2019-06-06,5436,20:30,I,June,Thursday,0.9734184888141635,-6.39930900920406,-23.0,0.004712371740162702
LUX-CPH,2019-06-06,5437,12:40,O,June,Thursday,0.9939893296096313,-9.303559813560724,-26.0,0.0005005239409575646
LUX-CPH,2019-06-06,5438,15:10,I,June,Thursday,0.9465965401487585,-4.3999999999999915,-21.0,0.007021912720649226
LUX-CPH,2019-06-07,5433,06:10,O,June,Friday,0.9924152020646224,-8.399999999999999,-26.0,0.00044070855775280027
LUX-CPH,2019-06-07,5434,08:35,I,June,Friday,0.1801603636377382,7.0016451384334175,-22.0,0.0031946636446132937
LUX-CPH,2019-06-07,5435,17:55,O,June,Friday,0.9990192647435232,-12.399999999999999,-30.0,4.627445369809191e-05
LUX-CPH,2019-06-07,5435,18:00,O,June,Friday,0.9953024777463509,-9.399999999999999,-27.0,0.00025722339616618406
LUX-CPH,2019-06-07,5436,20:30,I,June,Friday,0.8457477947324654,-0.3999999999999986,-18.0,0.017367557441144044
