Sched Airport Depart;Sched Airport Arriva;Flight Number;Calendar day;Load Factor;Coupons+YQ in current bookings;Pax total
LUX;NCE;LG-8255;27/07/2018;1,0000;18 038,00 EUR;138 PAX
LUX;NCE;LG-8255;30/07/2018;0,8286;12 823,00 EUR;116 PAX
LUX;NCE;LG-8255;31/07/2018;0,7429;10 510,00 EUR;104 PAX
LUX;NCE;LG-8255;01/08/2018;0,7826;10 846,42 EUR;108 PAX
LUX;NCE;LG-8255;02/08/2018;0,8623;12 610,68 EUR;119 PAX
LUX;NCE;LG-8255;03/08/2018;0,8478;13 911,00 EUR;117 PAX
LUX;NCE;LG-8255;06/08/2018;0,8333;11 575,42 EUR;115 PAX
LUX;NCE;LG-8255;07/08/2018;0,7214;9 372,42 EUR;101 PAX
LUX;NCE;LG-8255;08/08/2018;0,6571;8 331,00 EUR;92 PAX
LUX;NCE;LG-8255;09/08/2018;0,8286;11 600,00 EUR;116 PAX
LUX;NCE;LG-8255;10/08/2018;0,9214;16 715,00 EUR;129 PAX
LUX;NCE;LG-8255;13/08/2018;0,7319;11 299,42 EUR;101 PAX
LUX;NCE;LG-8255;14/08/2018;0,5786;8 123,00 EUR;81 PAX
LUX;NCE;LG-8255;15/08/2018;0,7319;11 038,00 EUR;101 PAX
LUX;NCE;LG-8255;16/08/2018;0,7929;10 764,00 EUR;111 PAX
LUX;NCE;LG-8255;17/08/2018;0,6857;9 953,00 EUR;96 PAX
LUX;NCE;LG-8255;20/08/2018;0,8071;10 463,05 EUR;113 PAX
LUX;NCE;LG-8255;21/08/2018;0,6143;7 127,00 EUR;86 PAX
LUX;NCE;LG-8255;22/08/2018;0,6143;7 417,84 EUR;86 PAX
LUX;NCE;LG-8255;23/08/2018;0,8643;12 327,42 EUR;121 PAX
LUX;NCE;LG-8255;24/08/2018;0,9214;15 800,00 EUR;129 PAX
LUX;NCE;LG-8255;27/08/2018;0,8286;13 867,00 EUR;116 PAX
LUX;NCE;LG-8255;28/08/2018;0,6714;8 709,00 EUR;94 PAX
LUX;NCE;LG-8255;29/08/2018;0,6786;8 824,00 EUR;95 PAX
LUX;NCE;LG-8255;30/08/2018;0,7429;10 877,00 EUR;104 PAX
LUX;NCE;LG-8255;31/08/2018;0,9928;17 960,00 EUR;137 PAX
LUX;NCE;LG-8255;03/09/2018;0,9714;14 391,42 EUR;136 PAX
LUX;NCE;LG-8255;04/09/2018;1,0000;6 807,00 EUR;76 PAX
LUX;NCE;LG-8255;05/09/2018;0,5778;9 754,42 EUR;104 PAX
LUX;NCE;LG-8255;06/09/2018;0,9867;8 366,84 EUR;74 PAX
LUX;NCE;LG-8255;07/09/2018;0,8429;14 938,00 EUR;118 PAX
LUX;NCE;LG-8255;10/09/2018;0,5942;6 809,21 EUR;82 PAX
LUX;NCE;LG-8255;11/09/2018;0,6594;8 298,00 EUR;91 PAX
LUX;NCE;LG-8255;12/09/2018;0,5797;7 462,00 EUR;80 PAX
LUX;NCE;LG-8255;13/09/2018;0,7929;12 002,00 EUR;111 PAX
LUX;NCE;LG-8255;14/09/2018;0,7971;13 640,42 EUR;110 PAX
LUX;NCE;LG-8255;17/09/2018;0,6522;7 991,84 EUR;90 PAX
LUX;NCE;LG-8255;18/09/2018;0,5500;5 714,42 EUR;77 PAX
LUX;NCE;LG-8255;19/09/2018;0,5714;7 585,42 EUR;80 PAX
LUX;NCE;LG-8255;20/09/2018;0,7464;10 692,21 EUR;103 PAX
LUX;NCE;LG-8255;21/09/2018;0,7286;11 640,00 EUR;102 PAX
LUX;NCE;LG-8255;24/09/2018;0,6176;7 954,00 EUR;84 PAX
LUX;NCE;LG-8255;25/09/2018;0,5143;5 606,00 EUR;72 PAX
LUX;NCE;LG-8255;26/09/2018;0,6449;8 651,00 EUR;89 PAX
LUX;NCE;LG-8255;27/09/2018;0,7754;12 110,00 EUR;107 PAX
LUX;NCE;LG-8255;28/09/2018;0,9929;16 180,00 EUR;139 PAX
LUX;NCE;LG-8255;01/10/2018;0,5071;6 959,42 EUR;71 PAX
LUX;NCE;LG-8255;02/10/2018;0,6429;7 715,00 EUR;90 PAX
LUX;NCE;LG-8255;03/10/2018;0,6357;8 568,00 EUR;89 PAX
LUX;NCE;LG-8255;04/10/2018;0,7174;9 650,00 EUR;99 PAX
LUX;NCE;LG-8255;05/10/2018;0,8913;15 889,42 EUR;123 PAX
LUX;NCE;LG-8255;08/10/2018;0,4783;5 503,00 EUR;66 PAX
LUX;NCE;LG-8255;09/10/2018;0,2556;3 239,00 EUR;46 PAX
LUX;NCE;LG-8255;10/10/2018;0,5571;6 843,00 EUR;78 PAX
LUX;NCE;LG-8255;11/10/2018;0,5652;6 943,00 EUR;78 PAX
LUX;NCE;LG-8255;12/10/2018;0,6449;9 791,00 EUR;89 PAX
LUX;NCE;LG-8255;15/10/2018;0,4571;5 093,42 EUR;64 PAX
LUX;NCE;LG-8255;16/10/2018;0,3791;6 081,00 EUR;69 PAX
LUX;NCE;LG-8255;17/10/2018;0,4928;5 471,00 EUR;68 PAX
LUX;NCE;LG-8255;18/10/2018;0,5714;6 817,84 EUR;80 PAX
LUX;NCE;LG-8255;19/10/2018;0,6812;9 979,00 EUR;94 PAX
LUX;NCE;LG-8255;22/10/2018;0,5786;8 513,00 EUR;81 PAX
LUX;NCE;LG-8255;23/10/2018;0,3643;4 541,00 EUR;51 PAX
LUX;NCE;LG-8255;24/10/2018;0,4071;5 995,00 EUR;57 PAX
LUX;NCE;LG-8255;25/10/2018;0,6087;8 086,00 EUR;84 PAX
LUX;NCE;LG-8255;26/10/2018;0,5942;11 770,00 EUR;82 PAX
LUX;NCE;LG-8255;29/10/2018;0,8767;7 268,00 EUR;64 PAX
LUX;NCE;LG-8255;30/10/2018;0,8767;6 343,00 EUR;64 PAX
LUX;NCE;LG-8255;31/10/2018;0,9315;7 180,00 EUR;68 PAX
LUX;NCE;LG-8255;01/11/2018;0,8219;7 591,00 EUR;60 PAX
LUX;NCE;LG-8255;02/11/2018;0,6164;5 436,00 EUR;45 PAX
LUX;NCE;LG-8255;05/11/2018;0,4179;5 746,00 EUR;56 PAX
LUX;NCE;LG-8255;06/11/2018;0,6849;3 785,00 EUR;50 PAX
LUX;NCE;LG-8255;07/11/2018;0,8767;7 148,00 EUR;64 PAX
LUX;NCE;LG-8255;08/11/2018;0,5753;5 029,00 EUR;42 PAX
LUX;NCE;LG-8255;09/11/2018;0,6986;6 391,00 EUR;51 PAX
LUX;NCE;LG-8255;12/11/2018;0,5753;4 661,00 EUR;42 PAX
LUX;NCE;LG-8255;13/11/2018;0,7260;6 149,00 EUR;53 PAX
LUX;NCE;LG-8255;14/11/2018;0,5890;4 818,00 EUR;43 PAX
LUX;NCE;LG-8255;15/11/2018;0,7123;5 496,00 EUR;52 PAX
LUX;NCE;LG-8255;16/11/2018;0,6712;7 323,00 EUR;49 PAX
LUX;NCE;LG-8255;19/11/2018;0,6479;4 818,00 EUR;46 PAX
LUX;NCE;LG-8255;20/11/2018;0,5890;4 939,00 EUR;43 PAX
LUX;NCE;LG-8255;21/11/2018;0,4932;4 709,00 EUR;36 PAX
LUX;NCE;LG-8255;22/11/2018;0,6164;4 321,00 EUR;45 PAX
LUX;NCE;LG-8255;23/11/2018;0,5890;5 099,00 EUR;43 PAX
LUX;NCE;LG-8255;26/11/2018;0,5753;4 599,00 EUR;42 PAX
LUX;NCE;LG-8255;27/11/2018;0,6438;5 467,00 EUR;47 PAX
LUX;NCE;LG-8255;28/11/2018;0,4247;2 817,00 EUR;31 PAX
LUX;NCE;LG-8255;29/11/2018;0,4932;3 334,00 EUR;36 PAX
LUX;NCE;LG-8255;30/11/2018;0,5616;5 582,00 EUR;41 PAX
LUX;NCE;LG-8255;03/12/2018;0,6575;4 476,00 EUR;48 PAX
LUX;NCE;LG-8255;04/12/2018;0,5616;5 388,00 EUR;41 PAX
LUX;NCE;LG-8255;05/12/2018;0,5479;5 719,00 EUR;40 PAX
LUX;NCE;LG-8255;06/12/2018;0,4930;4 259,00 EUR;35 PAX
LUX;NCE;LG-8255;07/12/2018;0,5753;5 047,00 EUR;42 PAX
LUX;NCE;LG-8255;10/12/2018;0,6197;5 454,00 EUR;44 PAX
LUX;NCE;LG-8255;11/12/2018;0,5342;4 673,00 EUR;39 PAX
LUX;NCE;LG-8255;12/12/2018;0,6027;5 065,00 EUR;44 PAX
LUX;NCE;LG-8255;13/12/2018;1,0132;12 037,00 EUR;77 PAX
LUX;NCE;LG-8255;14/12/2018;0,6377;6 769,00 EUR;44 PAX
LUX;NCE;LG-8255;17/12/2018;0,8356;6 796,00 EUR;61 PAX
LUX;NCE;LG-8255;18/12/2018;0,5479;3 343,00 EUR;40 PAX
LUX;NCE;LG-8255;19/12/2018;0,7123;5 098,00 EUR;52 PAX
LUX;NCE;LG-8255;20/12/2018;0,8630;9 454,00 EUR;63 PAX
LUX;NCE;LG-8255;21/12/2018;0,9718;14 013,00 EUR;69 PAX
LUX;NCE;LG-8255;24/12/2018;0,7260;7 526,00 EUR;53 PAX
LUX;NCE;LG-8255;25/12/2018;0,9067;8 797,00 EUR;68 PAX
LUX;NCE;LG-8255;26/12/2018;1,0000;11 210,00 EUR;75 PAX
LUX;NCE;LG-8255;27/12/2018;1,0000;12 682,00 EUR;76 PAX
LUX;NCE;LG-8255;28/12/2018;0,9552;18 166,00 EUR;128 PAX
LUX;NCE;LG-8255;31/12/2018;0,6438;5 100,00 EUR;47 PAX
LUX;NCE;LG-8255;01/01/2019;0,7397;4 432,00 EUR;54 PAX
LUX;NCE;LG-8255;02/01/2019;0,8356;5 783,00 EUR;61 PAX
LUX;NCE;LG-8255;03/01/2019;0,8356;6 218,00 EUR;61 PAX
LUX;NCE;LG-8255;04/01/2019;0,4521;3 339,00 EUR;33 PAX
LUX;NCE;LG-8255;07/01/2019;0,5068;3 696,00 EUR;37 PAX
LUX;NCE;LG-8255;08/01/2019;0,4658;3 059,00 EUR;34 PAX
LUX;NCE;LG-8255;09/01/2019;0,5205;3 283,00 EUR;38 PAX
LUX;NCE;LG-8255;10/01/2019;0,8493;6 413,00 EUR;62 PAX
LUX;NCE;LG-8255;11/01/2019;0,5634;5 073,00 EUR;40 PAX
LUX;NCE;LG-8255;14/01/2019;0,5890;3 925,00 EUR;43 PAX
LUX;NCE;LG-8255;15/01/2019;0,5890;3 370,00 EUR;43 PAX
LUX;NCE;LG-8255;16/01/2019;0,4795;3 023,00 EUR;35 PAX
LUX;NCE;LG-8255;17/01/2019;0,5753;4 437,00 EUR;42 PAX
LUX;NCE;LG-8255;18/01/2019;0,6164;6 539,00 EUR;45 PAX
LUX;NCE;LG-8255;21/01/2019;0,8028;6 145,00 EUR;57 PAX
LUX;NCE;LG-8255;22/01/2019;1,0132;12 041,00 EUR;77 PAX
LUX;NCE;LG-8255;23/01/2019;0,8219;7 495,00 EUR;60 PAX
LUX;NCE;LG-8255;24/01/2019;0,6712;5 943,00 EUR;49 PAX
LUX;NCE;LG-8255;25/01/2019;0,7808;8 174,00 EUR;57 PAX
LUX;NCE;LG-8255;28/01/2019;0,6301;4 816,00 EUR;46 PAX
LUX;NCE;LG-8255;29/01/2019;0,5616;4 251,00 EUR;41 PAX
LUX;NCE;LG-8255;30/01/2019;0,6712;6 063,00 EUR;49 PAX
LUX;NCE;LG-8255;31/01/2019;0,6197;4 993,00 EUR;44 PAX
LUX;NCE;LG-8255;01/02/2019;0,5068;5 275,00 EUR;37 PAX
LUX;NCE;LG-8255;04/02/2019;0,6164;4 883,00 EUR;45 PAX
LUX;NCE;LG-8255;05/02/2019;0,7123;6 285,00 EUR;52 PAX
LUX;NCE;LG-8255;06/02/2019;0,5342;5 208,00 EUR;39 PAX
LUX;NCE;LG-8255;07/02/2019;0,6575;5 701,00 EUR;48 PAX
LUX;NCE;LG-8255;08/02/2019;0,6164;6 990,00 EUR;45 PAX
LUX;NCE;LG-8255;11/02/2019;0,2611;5 089,00 EUR;47 PAX
LUX;NCE;LG-8255;12/02/2019;0,6986;5 176,00 EUR;51 PAX
LUX;NCE;LG-8255;13/02/2019;0,3425;3 267,00 EUR;25 PAX
LUX;NCE;LG-8255;14/02/2019;0,8219;8 204,00 EUR;60 PAX
LUX;NCE;LG-8255;15/02/2019;0,7260;9 444,00 EUR;53 PAX
LUX;NCE;LG-8255;18/02/2019;0,7945;7 174,00 EUR;58 PAX
LUX;NCE;LG-8255;19/02/2019;0,7123;5 151,00 EUR;52 PAX
LUX;NCE;LG-8255;20/02/2019;0,6164;5 017,00 EUR;45 PAX
LUX;NCE;LG-8255;21/02/2019;0,8451;7 541,00 EUR;60 PAX
LUX;NCE;LG-8255;22/02/2019;0,9178;9 638,00 EUR;67 PAX
LUX;NCE;LG-8255;25/02/2019;0,6438;4 487,00 EUR;47 PAX
LUX;NCE;LG-8255;26/02/2019;0,6761;4 776,00 EUR;48 PAX
LUX;NCE;LG-8255;27/02/2019;0,6438;4 970,00 EUR;47 PAX
LUX;NCE;LG-8255;28/02/2019;0,8219;7 804,00 EUR;60 PAX
LUX;NCE;LG-8255;01/03/2019;0,9726;9 358,00 EUR;71 PAX
LUX;NCE;LG-8255;04/03/2019;0,8082;7 028,00 EUR;59 PAX
LUX;NCE;LG-8255;05/03/2019;0,6301;4 628,00 EUR;46 PAX
LUX;NCE;LG-8255;06/03/2019;0,7324;5 220,00 EUR;52 PAX
LUX;NCE;LG-8255;07/03/2019;0,7123;6 020,00 EUR;52 PAX
LUX;NCE;LG-8255;08/03/2019;0,7671;7 895,00 EUR;56 PAX
LUX;NCE;LG-8255;11/03/2019;1,0423;17 758,00 EUR;74 PAX
LUX;NCE;LG-8255;12/03/2019;1,0000;43 548,00 EUR;180 PAX
LUX;NCE;LG-8255;13/03/2019;0,9178;12 251,00 EUR;67 PAX
LUX;NCE;LG-8255;14/03/2019;0,7183;6 045,00 EUR;51 PAX
LUX;NCE;LG-8255;15/03/2019;0,6793;11 746,00 EUR;125 PAX
LUX;NCE;LG-8255;18/03/2019;0,6438;4 524,00 EUR;47 PAX
LUX;NCE;LG-8255;19/03/2019;0,6027;3 901,00 EUR;44 PAX
LUX;NCE;LG-8255;20/03/2019;0,7260;6 150,00 EUR;53 PAX
LUX;NCE;LG-8255;21/03/2019;0,7945;6 954,00 EUR;58 PAX
LUX;NCE;LG-8255;22/03/2019;0,9296;9 755,00 EUR;66 PAX
LUX;NCE;LG-8255;25/03/2019;0,9315;8 158,00 EUR;68 PAX
LUX;NCE;LG-8255;26/03/2019;0,8873;7 213,00 EUR;63 PAX
LUX;NCE;LG-8255;27/03/2019;0,9718;10 270,00 EUR;69 PAX
LUX;NCE;LG-8255;28/03/2019;1,0000;10 415,00 EUR;71 PAX
LUX;NCE;LG-8255;29/03/2019;0,9041;10 145,00 EUR;66 PAX
LUX;NCE;LG-8255;01/04/2019;0,4500;4 578,00 EUR;63 PAX
LUX;NCE;LG-8255;02/04/2019;0,4643;5 747,00 EUR;65 PAX
LUX;NCE;LG-8255;03/04/2019;0,5652;6 907,00 EUR;78 PAX
LUX;NCE;LG-8255;04/04/2019;0,6377;8 657,00 EUR;88 PAX
LUX;NCE;LG-8255;05/04/2019;0,6884;12 909,00 EUR;95 PAX
LUX;NCE;LG-8255;06/04/2019;1,0282;11 141,00 EUR;73 PAX
LUX;NCE;LG-8255;08/04/2019;0,8286;13 575,00 EUR;116 PAX
LUX;NCE;LG-8255;09/04/2019;0,5857;8 388,00 EUR;82 PAX
LUX;NCE;LG-8255;10/04/2019;0,8000;10 261,00 EUR;112 PAX
LUX;NCE;LG-8255;11/04/2019;0,7929;10 865,00 EUR;111 PAX
LUX;NCE;LG-8255;12/04/2019;0,9928;18 680,00 EUR;137 PAX
LUX;NCE;LG-8255;13/04/2019;0,9868;11 606,00 EUR;75 PAX
LUX;NCE;LG-8255;15/04/2019;0,9203;13 606,00 EUR;127 PAX
LUX;NCE;LG-8255;16/04/2019;0,7500;9 540,00 EUR;105 PAX
LUX;NCE;LG-8255;17/04/2019;0,7571;11 102,00 EUR;106 PAX
LUX;NCE;LG-8255;18/04/2019;0,8768;14 916,00 EUR;121 PAX
LUX;NCE;LG-8255;19/04/2019;1,0071;20 913,00 EUR;142 PAX
LUX;NCE;LG-8255;20/04/2019;0,8493;7 755,00 EUR;62 PAX
LUX;NCE;LG-8255;22/04/2019;0,7571;9 961,00 EUR;106 PAX
LUX;NCE;LG-8255;23/04/2019;0,6429;7 386,00 EUR;90 PAX
LUX;NCE;LG-8255;24/04/2019;0,6449;8 382,00 EUR;89 PAX
LUX;NCE;LG-8255;25/04/2019;0,4571;4 671,00 EUR;64 PAX
LUX;NCE;LG-8255;26/04/2019;0,7313;12 017,00 EUR;98 PAX
LUX;NCE;LG-8255;29/04/2019;0,3071;3 953,00 EUR;43 PAX
LUX;NCE;LG-8255;30/04/2019;0,2500;4 130,00 EUR;35 PAX
LUX;NCE;LG-8257;01/01/2017;0,9868;6 702,00 EUR;75 PAX
LUX;NCE;LG-8257;08/01/2017;0,3684;2 661,00 EUR;28 PAX
LUX;NCE;LG-8257;15/01/2017;0,6316;3 803,00 EUR;48 PAX
LUX;NCE;LG-8257;22/01/2017;0,4474;2 413,00 EUR;34 PAX
LUX;NCE;LG-8257;29/01/2017;0,6053;3 948,00 EUR;46 PAX
LUX;NCE;LG-8257;05/02/2017;0,4342;2 695,00 EUR;33 PAX
LUX;NCE;LG-8257;12/02/2017;0,7237;4 213,00 EUR;55 PAX
LUX;NCE;LG-8257;19/02/2017;0,7632;7 075,00 EUR;58 PAX
LUX;NCE;LG-8257;26/02/2017;0,7237;4 119,00 EUR;55 PAX
LUX;NCE;LG-8257;05/03/2017;0,3768;3 079,00 EUR;26 PAX
LUX;NCE;LG-8257;12/03/2017;0,7808;7 881,00 EUR;57 PAX
LUX;NCE;LG-8257;19/03/2017;0,6712;3 617,00 EUR;49 PAX
LUX;NCE;LG-8257;26/03/2017;0,5000;5 257,00 EUR;70 PAX
LUX;NCE;LG-8257;02/04/2017;0,5500;6 690,00 EUR;77 PAX
LUX;NCE;LG-8257;09/04/2017;0,9286;12 130,00 EUR;130 PAX
LUX;NCE;LG-8257;16/04/2017;0,5597;7 316,00 EUR;75 PAX
LUX;NCE;LG-8257;23/04/2017;0,4714;5 196,00 EUR;66 PAX
LUX;NCE;LG-8257;30/04/2017;0,4919;4 719,00 EUR;61 PAX
LUX;NCE;LG-8257;07/05/2017;0,3429;3 875,00 EUR;48 PAX
LUX;NCE;LG-8257;14/05/2017;0,6500;6 711,00 EUR;91 PAX
LUX;NCE;LG-8257;21/05/2017;0,7500;8 966,00 EUR;105 PAX
LUX;NCE;LG-8257;28/05/2017;0,7429;7 876,00 EUR;104 PAX
LUX;NCE;LG-8257;04/06/2017;0,8786;13 445,00 EUR;123 PAX
LUX;NCE;LG-8257;11/06/2017;0,4643;5 826,00 EUR;65 PAX
LUX;NCE;LG-8257;18/06/2017;0,7143;9 126,00 EUR;100 PAX
LUX;NCE;LG-8257;25/06/2017;0,6429;7 690,00 EUR;90 PAX
LUX;NCE;LG-8257;02/07/2017;0,8357;9 407,00 EUR;117 PAX
LUX;NCE;LG-8257;09/07/2017;0,9643;12 877,00 EUR;135 PAX
LUX;NCE;LG-8257;16/07/2017;0,9643;14 673,00 EUR;135 PAX
LUX;NCE;LG-8257;23/07/2017;0,8786;10 499,00 EUR;123 PAX
LUX;NCE;LG-8257;30/07/2017;0,9500;11 205,00 EUR;133 PAX
LUX;NCE;LG-8257;06/08/2017;0,9214;11 364,00 EUR;129 PAX
LUX;NCE;LG-8257;13/08/2017;0,9500;13 587,00 EUR;133 PAX
LUX;NCE;LG-8257;20/08/2017;0,7000;8 246,00 EUR;98 PAX
LUX;NCE;LG-8257;27/08/2017;0,6818;7 765,00 EUR;90 PAX
LUX;NCE;LG-8257;03/09/2017;0,8143;9 731,00 EUR;114 PAX
LUX;NCE;LG-8257;10/09/2017;0,4857;5 915,00 EUR;68 PAX
LUX;NCE;LG-8257;17/09/2017;0,5929;6 880,00 EUR;83 PAX
LUX;NCE;LG-8257;24/09/2017;0,5429;7 694,00 EUR;76 PAX
LUX;NCE;LG-8257;01/10/2017;0,6214;7 615,00 EUR;87 PAX
LUX;NCE;LG-8257;08/10/2017;0,5571;7 511,00 EUR;78 PAX
LUX;NCE;LG-8257;15/10/2017;0,4429;6 196,00 EUR;62 PAX
LUX;NCE;LG-8257;22/10/2017;0,6000;7 049,00 EUR;84 PAX
LUX;NCE;LG-8257;29/10/2017;1,0137;9 729,00 EUR;74 PAX
LUX;NCE;LG-8257;05/11/2017;0,8630;5 343,00 EUR;63 PAX
LUX;NCE;LG-8257;12/11/2017;0,8082;6 432,00 EUR;59 PAX
LUX;NCE;LG-8257;19/11/2017;0,3000;4 867,00 EUR;54 PAX
LUX;NCE;LG-8257;26/11/2017;0,6575;4 592,00 EUR;48 PAX
LUX;NCE;LG-8257;03/12/2017;0,7945;6 168,00 EUR;58 PAX
LUX;NCE;LG-8257;10/12/2017;0,9589;8 847,00 EUR;70 PAX
LUX;NCE;LG-8257;17/12/2017;0,6438;6 420,00 EUR;47 PAX
LUX;NCE;LG-8257;07/01/2018;0,6027;3 915,00 EUR;44 PAX
LUX;NCE;LG-8257;14/01/2018;0,5342;3 463,00 EUR;39 PAX
LUX;NCE;LG-8257;21/01/2018;0,6027;4 406,00 EUR;44 PAX
LUX;NCE;LG-8257;28/01/2018;0,4521;3 503,00 EUR;33 PAX
LUX;NCE;LG-8257;04/02/2018;0,4795;3 436,00 EUR;35 PAX
LUX;NCE;LG-8257;11/02/2018;0,5616;5 689,00 EUR;41 PAX
LUX;NCE;LG-8257;18/02/2018;0,7397;4 975,00 EUR;54 PAX
LUX;NCE;LG-8257;25/02/2018;0,7808;7 489,00 EUR;57 PAX
LUX;NCE;LG-8257;04/03/2018;0,7123;5 545,00 EUR;52 PAX
LUX;NCE;LG-8257;11/03/2018;0,8857;13 683,00 EUR;124 PAX
LUX;NCE;LG-8257;18/03/2018;0,4932;3 463,00 EUR;36 PAX
LUX;NCE;LG-8257;25/03/2018;0,7357;8 937,00 EUR;103 PAX
LUX;NCE;LG-8257;01/04/2018;0,8500;12 256,42 EUR;119 PAX
LUX;NCE;LG-8257;08/04/2018;0,5643;7 024,47 EUR;79 PAX
LUX;NCE;LG-8257;15/04/2018;0,5286;5 877,00 EUR;74 PAX
LUX;NCE;LG-8257;22/04/2018;0,6884;9 069,00 EUR;95 PAX
LUX;NCE;LG-8257;29/04/2018;0,7786;10 908,00 EUR;109 PAX
LUX;NCE;LG-8257;06/05/2018;0,8071;10 348,00 EUR;113 PAX
LUX;NCE;LG-8257;13/05/2018;0,8429;11 252,42 EUR;118 PAX
LUX;NCE;LG-8257;20/05/2018;0,9857;15 598,00 EUR;138 PAX
LUX;NCE;LG-8257;27/05/2018;0,5857;7 427,00 EUR;82 PAX
LUX;NCE;LG-8257;03/06/2018;0,6714;8 286,00 EUR;94 PAX
LUX;NCE;LG-8257;10/06/2018;0,7214;10 255,00 EUR;101 PAX
LUX;NCE;LG-8257;17/06/2018;0,7000;10 447,00 EUR;98 PAX
LUX;NCE;LG-8257;24/06/2018;0,7500;9 950,42 EUR;105 PAX
LUX;NCE;LG-8257;01/07/2018;0,7643;10 565,42 EUR;107 PAX
LUX;NCE;LG-8257;08/07/2018;0,7643;12 899,00 EUR;107 PAX
LUX;NCE;LG-8257;15/07/2018;0,8714;14 458,00 EUR;122 PAX
LUX;NCE;LG-8257;22/07/2018;0,7286;11 807,42 EUR;102 PAX
LUX;NCE;LG-8257;29/07/2018;0,8071;13 296,42 EUR;113 PAX
LUX;NCE;LG-8257;05/08/2018;0,8841;13 848,00 EUR;122 PAX
LUX;NCE;LG-8257;12/08/2018;0,9000;14 249,42 EUR;126 PAX
LUX;NCE;LG-8257;19/08/2018;0,7143;8 760,21 EUR;100 PAX
LUX;NCE;LG-8257;26/08/2018;0,7826;10 839,00 EUR;108 PAX
LUX;NCE;LG-8257;02/09/2018;0,8000;10 908,00 EUR;112 PAX
LUX;NCE;LG-8257;06/09/2018;0,4366;1 787,00 EUR;31 PAX
LUX;NCE;LG-8257;09/09/2018;0,6357;8 661,00 EUR;89 PAX
LUX;NCE;LG-8257;16/09/2018;0,4929;5 240,00 EUR;69 PAX
LUX;NCE;LG-8257;23/09/2018;0,5072;7 802,00 EUR;70 PAX
LUX;NCE;LG-8257;30/09/2018;0,3286;4 738,84 EUR;46 PAX
LUX;NCE;LG-8257;07/10/2018;0,4714;4 987,00 EUR;66 PAX
LUX;NCE;LG-8257;14/10/2018;0,6286;7 390,00 EUR;88 PAX
LUX;NCE;LG-8257;21/10/2018;0,6786;8 553,00 EUR;95 PAX
LUX;NCE;LG-8257;28/10/2018;0,7671;9 586,00 EUR;56 PAX
LUX;NCE;LG-8257;04/11/2018;0,9726;8 589,00 EUR;71 PAX
LUX;NCE;LG-8257;11/11/2018;0,5753;4 982,00 EUR;42 PAX
LUX;NCE;LG-8257;18/11/2018;0,4521;2 898,00 EUR;33 PAX
LUX;NCE;LG-8257;25/11/2018;0,5068;3 834,00 EUR;37 PAX
LUX;NCE;LG-8257;02/12/2018;0,5068;4 069,00 EUR;37 PAX
LUX;NCE;LG-8257;09/12/2018;0,6986;5 481,00 EUR;51 PAX
LUX;NCE;LG-8257;16/12/2018;0,9733;9 476,00 EUR;73 PAX
LUX;NCE;LG-8257;23/12/2018;1,0000;13 994,00 EUR;76 PAX
LUX;NCE;LG-8257;30/12/2018;0,9589;9 756,00 EUR;70 PAX
LUX;NCE;LG-8257;06/01/2019;0,5890;3 920,00 EUR;43 PAX
LUX;NCE;LG-8257;13/01/2019;0,5616;3 329,00 EUR;41 PAX
LUX;NCE;LG-8257;20/01/2019;0,6301;4 858,00 EUR;46 PAX
LUX;NCE;LG-8257;27/01/2019;0,6575;5 264,00 EUR;48 PAX
LUX;NCE;LG-8257;03/02/2019;0,7123;5 223,00 EUR;52 PAX
LUX;NCE;LG-8257;10/02/2019;0,5479;4 133,00 EUR;40 PAX
LUX;NCE;LG-8257;17/02/2019;0,5753;5 925,00 EUR;42 PAX
LUX;NCE;LG-8257;24/02/2019;0,6027;4 563,00 EUR;44 PAX
LUX;NCE;LG-8257;03/03/2019;0,4076;5 361,00 EUR;75 PAX
LUX;NCE;LG-8257;10/03/2019;0,5659;9 068,00 EUR;103 PAX
LUX;NCE;LG-8257;17/03/2019;0,3043;3 586,00 EUR;56 PAX
LUX;NCE;LG-8257;24/03/2019;0,4293;5 761,00 EUR;79 PAX
LUX;NCE;LG-8257;31/03/2019;0,5217;5 622,00 EUR;72 PAX
LUX;NCE;LG-8257;07/04/2019;0,6643;10 843,00 EUR;93 PAX
LUX;NCE;LG-8257;14/04/2019;0,9000;13 022,00 EUR;126 PAX
LUX;NCE;LG-8257;21/04/2019;0,3786;4 309,00 EUR;53 PAX
LUX;NCE;LG-8257;28/04/2019;0,4643;5 041,00 EUR;65 PAX
LUX;OPO;LG-3761;02/01/2017;1,0054;23 063,00 EUR;185 PAX
LUX;OPO;LG-3761;03/01/2017;1,0000;13 957,00 EUR;140 PAX
LUX;OPO;LG-3761;04/01/2017;0,9929;11 974,00 EUR;140 PAX
LUX;OPO;LG-3761;05/01/2017;0,9674;15 089,00 EUR;178 PAX
LUX;OPO;LG-3761;06/01/2017;0,6714;6 170,00 EUR;94 PAX
LUX;OPO;LG-3761;09/01/2017;0,6214;5 420,00 EUR;87 PAX
LUX;OPO;LG-3761;10/01/2017;0,5571;5 049,00 EUR;78 PAX
LUX;OPO;LG-3761;11/01/2017;0,5000;4 174,00 EUR;70 PAX
LUX;OPO;LG-3761;12/01/2017;0,6214;5 334,00 EUR;87 PAX
