Sched Airport Depart;Sched Airport Arriva;Flight Number;Calendar day;Load Factor;Coupons+YQ in current bookings;Pax total
ARN;LUX;LG-5782;02/01/2017;0,9143;6 588,00 EUR;64 PAX
ARN;LUX;LG-5782;03/01/2017;0,8857;5 832,00 EUR;62 PAX
ARN;LUX;LG-5782;04/01/2017;0,7429;5 459,00 EUR;52 PAX
ARN;LUX;LG-5782;05/01/2017;0,5714;3 470,00 EUR;40 PAX
ARN;LUX;LG-5782;06/01/2017;0,7000;4 516,00 EUR;49 PAX
ARN;LUX;LG-5782;09/01/2017;0,3571;2 593,00 EUR;25 PAX
ARN;LUX;LG-5782;11/01/2017;0,3000;2 036,00 EUR;21 PAX
ARN;LUX;LG-5782;12/01/2017;0,2857;1 947,00 EUR;20 PAX
ARN;LUX;LG-5782;13/01/2017;0,3857;2 757,00 EUR;27 PAX
ARN;LUX;LG-5782;16/01/2017;0,2857;1 946,00 EUR;20 PAX
ARN;LUX;LG-5782;18/01/2017;0,3286;1 752,00 EUR;23 PAX
ARN;LUX;LG-5782;19/01/2017;0,2000;1 438,00 EUR;14 PAX
ARN;LUX;LG-5782;20/01/2017;0,6429;3 878,00 EUR;45 PAX
ARN;LUX;LG-5782;23/01/2017;0,4143;3 562,00 EUR;29 PAX
ARN;LUX;LG-5782;25/01/2017;0,4571;4 043,00 EUR;32 PAX
ARN;LUX;LG-5782;26/01/2017;0,3143;1 783,00 EUR;22 PAX
ARN;LUX;LG-5782;27/01/2017;0,5857;3 813,00 EUR;41 PAX
ARN;LUX;LG-5782;30/01/2017;0,5286;4 882,00 EUR;37 PAX
ARN;LUX;LG-5782;01/02/2017;0,2571;1 644,00 EUR;18 PAX
ARN;LUX;LG-5782;02/02/2017;0,2286;1 341,00 EUR;16 PAX
ARN;LUX;LG-5782;03/02/2017;0,3571;2 641,00 EUR;25 PAX
ARN;LUX;LG-5782;06/02/2017;0,3571;2 669,00 EUR;25 PAX
ARN;LUX;LG-5782;08/02/2017;0,5857;3 910,00 EUR;41 PAX
ARN;LUX;LG-5782;09/02/2017;0,3714;2 513,00 EUR;26 PAX
ARN;LUX;LG-5782;10/02/2017;0,7143;5 246,00 EUR;50 PAX
ARN;LUX;LG-5782;13/02/2017;0,4000;2 889,00 EUR;28 PAX
ARN;LUX;LG-5782;15/02/2017;0,6000;4 272,00 EUR;42 PAX
ARN;LUX;LG-5782;16/02/2017;0,2714;2 037,00 EUR;19 PAX
ARN;LUX;LG-5782;17/02/2017;0,5286;3 080,00 EUR;37 PAX
ARN;LUX;LG-5782;20/02/2017;0,4857;2 999,00 EUR;34 PAX
ARN;LUX;LG-5782;22/02/2017;0,3714;3 269,00 EUR;26 PAX
ARN;LUX;LG-5782;23/02/2017;0,7571;5 013,00 EUR;53 PAX
ARN;LUX;LG-5782;24/02/2017;1,0000;7 539,00 EUR;70 PAX
ARN;LUX;LG-5782;27/02/2017;0,8000;5 134,00 EUR;56 PAX
ARN;LUX;LG-5782;01/03/2017;0,5362;3 934,00 EUR;37 PAX
ARN;LUX;LG-5782;02/03/2017;0,3478;1 855,00 EUR;24 PAX
ARN;LUX;LG-5782;03/03/2017;0,3913;2 400,00 EUR;27 PAX
ARN;LUX;LG-5782;06/03/2017;0,7536;5 764,00 EUR;52 PAX
ARN;LUX;LG-5782;08/03/2017;0,7391;6 713,00 EUR;51 PAX
ARN;LUX;LG-5782;09/03/2017;0,5362;3 532,00 EUR;37 PAX
ARN;LUX;LG-5782;10/03/2017;0,3478;2 359,00 EUR;24 PAX
ARN;LUX;LG-5782;13/03/2017;0,6667;6 014,00 EUR;46 PAX
ARN;LUX;LG-5782;15/03/2017;0,6377;5 048,00 EUR;44 PAX
ARN;LUX;LG-5782;16/03/2017;0,5634;3 188,00 EUR;40 PAX
ARN;LUX;LG-5782;17/03/2017;0,8451;5 938,00 EUR;60 PAX
ARN;LUX;LG-5782;20/03/2017;0,8169;6 198,00 EUR;58 PAX
ARN;LUX;LG-5782;22/03/2017;0,4783;3 974,00 EUR;33 PAX
ARN;LUX;LG-5782;23/03/2017;0,4928;3 403,00 EUR;34 PAX
ARN;LUX;LG-5782;24/03/2017;0,7324;5 798,00 EUR;52 PAX
ARN;LUX;LG-5782;27/03/2017;0,5211;3 442,00 EUR;37 PAX
ARN;LUX;LG-5782;28/03/2017;0,2676;2 325,00 EUR;19 PAX
ARN;LUX;LG-5782;29/03/2017;0,3521;3 720,00 EUR;25 PAX
ARN;LUX;LG-5782;30/03/2017;0,7746;5 702,00 EUR;55 PAX
ARN;LUX;LG-5782;31/03/2017;1,0145;6 987,00 EUR;70 PAX
ARN;LUX;LG-5782;03/04/2017;0,4930;3 761,00 EUR;35 PAX
ARN;LUX;LG-5782;04/04/2017;0,3521;3 499,00 EUR;25 PAX
ARN;LUX;LG-5782;05/04/2017;0,5211;4 132,00 EUR;37 PAX
ARN;LUX;LG-5782;06/04/2017;0,7465;6 602,00 EUR;53 PAX
ARN;LUX;LG-5782;07/04/2017;0,9178;6 940,00 EUR;67 PAX
ARN;LUX;LG-5782;10/04/2017;0,3099;2 612,00 EUR;22 PAX
ARN;LUX;LG-5782;11/04/2017;0,4507;3 468,00 EUR;32 PAX
ARN;LUX;LG-5782;12/04/2017;0,8732;6 000,00 EUR;62 PAX
ARN;LUX;LG-5782;13/04/2017;0,9315;7 004,00 EUR;68 PAX
ARN;LUX;LG-5782;14/04/2017;0,9437;6 960,00 EUR;67 PAX
ARN;LUX;LG-5782;17/04/2017;0,8592;7 633,00 EUR;61 PAX
ARN;LUX;LG-5782;18/04/2017;0,9589;7 053,00 EUR;70 PAX
ARN;LUX;LG-5782;19/04/2017;0,8873;5 067,00 EUR;63 PAX
ARN;LUX;LG-5782;20/04/2017;1,0435;7 818,00 EUR;72 PAX
ARN;LUX;LG-5782;21/04/2017;0,9863;8 267,00 EUR;72 PAX
ARN;LUX;LG-5782;24/04/2017;0,6479;5 673,00 EUR;46 PAX
ARN;LUX;LG-5782;25/04/2017;0,7606;6 199,00 EUR;54 PAX
ARN;LUX;LG-5782;26/04/2017;0,6338;6 497,00 EUR;45 PAX
ARN;LUX;LG-5782;27/04/2017;0,8169;6 068,00 EUR;58 PAX
ARN;LUX;LG-5782;28/04/2017;0,9589;8 331,00 EUR;70 PAX
ARN;LUX;LG-5782;01/05/2017;0,9296;9 404,00 EUR;66 PAX
ARN;LUX;LG-5782;02/05/2017;0,9437;8 150,00 EUR;67 PAX
ARN;LUX;LG-5782;03/05/2017;0,6197;4 536,00 EUR;44 PAX
ARN;LUX;LG-5782;04/05/2017;0,7606;5 550,00 EUR;54 PAX
ARN;LUX;LG-5782;05/05/2017;0,5775;4 723,00 EUR;41 PAX
ARN;LUX;LG-5782;08/05/2017;0,7746;4 817,00 EUR;55 PAX
ARN;LUX;LG-5782;09/05/2017;0,9014;7 043,00 EUR;64 PAX
ARN;LUX;LG-5782;10/05/2017;0,5634;4 380,00 EUR;40 PAX
ARN;LUX;LG-5782;11/05/2017;0,9296;7 104,00 EUR;66 PAX
ARN;LUX;LG-5782;12/05/2017;0,7887;5 706,00 EUR;56 PAX
ARN;LUX;LG-5782;15/05/2017;0,5352;3 797,00 EUR;38 PAX
ARN;LUX;LG-5782;16/05/2017;0,8873;5 920,00 EUR;63 PAX
ARN;LUX;LG-5782;17/05/2017;0,6812;5 987,00 EUR;47 PAX
ARN;LUX;LG-5782;18/05/2017;0,7465;5 541,00 EUR;53 PAX
ARN;LUX;LG-5782;19/05/2017;0,6761;5 000,00 EUR;48 PAX
ARN;LUX;LG-5782;22/05/2017;0,8028;5 690,00 EUR;57 PAX
ARN;LUX;LG-5782;23/05/2017;0,9014;5 755,00 EUR;64 PAX
ARN;LUX;LG-5782;24/05/2017;0,9859;8 944,00 EUR;70 PAX
ARN;LUX;LG-5782;25/05/2017;0,9863;11 298,00 EUR;72 PAX
ARN;LUX;LG-5782;26/05/2017;0,9296;6 645,00 EUR;66 PAX
ARN;LUX;LG-5782;29/05/2017;0,9718;8 764,00 EUR;69 PAX
ARN;LUX;LG-5782;30/05/2017;0,8169;5 832,00 EUR;58 PAX
ARN;LUX;LG-5782;31/05/2017;0,7313;4 714,00 EUR;49 PAX
ARN;LUX;LG-5782;01/06/2017;0,7606;5 274,00 EUR;54 PAX
ARN;LUX;LG-5782;02/06/2017;0,9577;8 135,00 EUR;68 PAX
ARN;LUX;LG-5782;05/06/2017;0,9718;9 138,00 EUR;69 PAX
ARN;LUX;LG-5782;06/06/2017;0,7746;5 126,00 EUR;55 PAX
ARN;LUX;LG-5782;07/06/2017;0,8873;6 649,00 EUR;63 PAX
ARN;LUX;LG-5782;08/06/2017;0,9718;7 918,00 EUR;69 PAX
ARN;LUX;LG-5782;09/06/2017;0,9577;9 246,00 EUR;68 PAX
ARN;LUX;LG-5782;12/06/2017;0,9859;8 415,00 EUR;70 PAX
ARN;LUX;LG-5782;13/06/2017;0,7183;6 096,00 EUR;51 PAX
ARN;LUX;LG-5782;14/06/2017;0,7465;7 046,00 EUR;53 PAX
ARN;LUX;LG-5782;15/06/2017;0,9014;6 954,00 EUR;64 PAX
ARN;LUX;LG-5782;16/06/2017;0,8493;7 054,00 EUR;62 PAX
ARN;LUX;LG-5782;19/06/2017;1,0000;8 991,00 EUR;71 PAX
ARN;LUX;LG-5782;20/06/2017;0,9452;6 486,00 EUR;69 PAX
ARN;LUX;LG-5782;21/06/2017;0,8310;6 042,00 EUR;59 PAX
ARN;LUX;LG-5782;22/06/2017;0,9859;8 710,00 EUR;70 PAX
ARN;LUX;LG-5782;23/06/2017;0,9041;7 604,00 EUR;66 PAX
ARN;LUX;LG-5782;26/06/2017;1,0000;9 176,00 EUR;71 PAX
ARN;LUX;LG-5782;27/06/2017;0,9718;8 875,00 EUR;69 PAX
ARN;LUX;LG-5782;28/06/2017;0,8310;7 467,00 EUR;59 PAX
ARN;LUX;LG-5782;29/06/2017;0,6901;5 474,00 EUR;49 PAX
ARN;LUX;LG-5782;30/06/2017;0,9718;8 160,00 EUR;69 PAX
ARN;LUX;LG-5782;03/07/2017;0,8451;6 796,00 EUR;60 PAX
ARN;LUX;LG-5782;04/07/2017;0,7746;6 096,00 EUR;55 PAX
ARN;LUX;LG-5782;05/07/2017;0,6901;4 927,00 EUR;49 PAX
ARN;LUX;LG-5782;06/07/2017;0,6957;6 350,00 EUR;48 PAX
ARN;LUX;LG-5782;07/07/2017;0,9014;8 647,00 EUR;64 PAX
ARN;LUX;LG-5782;10/07/2017;0,6479;4 104,00 EUR;46 PAX
ARN;LUX;LG-5782;11/07/2017;0,5493;4 627,00 EUR;39 PAX
ARN;LUX;LG-5782;12/07/2017;0,4366;3 029,00 EUR;31 PAX
ARN;LUX;LG-5782;13/07/2017;0,6056;3 895,00 EUR;43 PAX
ARN;LUX;LG-5782;14/07/2017;0,9155;7 462,00 EUR;65 PAX
ARN;LUX;LG-5782;15/07/2017;0,8947;7 947,00 EUR;68 PAX
ARN;LUX;LG-5782;17/07/2017;0,8310;5 591,00 EUR;59 PAX
ARN;LUX;LG-5782;18/07/2017;0,5493;3 581,00 EUR;39 PAX
ARN;LUX;LG-5782;19/07/2017;0,5493;3 580,00 EUR;39 PAX
ARN;LUX;LG-5782;20/07/2017;0,8451;5 640,00 EUR;60 PAX
ARN;LUX;LG-5782;21/07/2017;0,8451;5 794,00 EUR;60 PAX
ARN;LUX;LG-5782;24/07/2017;0,7887;5 253,00 EUR;56 PAX
ARN;LUX;LG-5782;25/07/2017;0,7183;4 941,00 EUR;51 PAX
ARN;LUX;LG-5782;26/07/2017;0,5634;3 722,00 EUR;40 PAX
ARN;LUX;LG-5782;27/07/2017;0,8310;5 680,00 EUR;59 PAX
ARN;LUX;LG-5782;28/07/2017;0,9155;6 998,00 EUR;65 PAX
ARN;LUX;LG-5782;31/07/2017;0,9014;5 989,00 EUR;64 PAX
ARN;LUX;LG-5782;01/08/2017;0,8451;5 360,00 EUR;60 PAX
ARN;LUX;LG-5782;02/08/2017;0,8873;6 068,00 EUR;63 PAX
ARN;LUX;LG-5782;03/08/2017;0,9437;7 244,00 EUR;67 PAX
ARN;LUX;LG-5782;04/08/2017;0,8310;5 600,00 EUR;59 PAX
ARN;LUX;LG-5782;07/08/2017;0,9589;7 293,00 EUR;70 PAX
ARN;LUX;LG-5782;08/08/2017;0,9155;5 618,00 EUR;65 PAX
ARN;LUX;LG-5782;09/08/2017;0,5634;3 471,00 EUR;40 PAX
ARN;LUX;LG-5782;10/08/2017;0,6620;4 357,00 EUR;47 PAX
ARN;LUX;LG-5782;11/08/2017;0,7042;4 870,00 EUR;50 PAX
ARN;LUX;LG-5782;14/08/2017;0,9296;6 365,00 EUR;66 PAX
ARN;LUX;LG-5782;15/08/2017;0,9296;8 938,00 EUR;66 PAX
ARN;LUX;LG-5782;16/08/2017;0,8873;6 656,00 EUR;63 PAX
ARN;LUX;LG-5782;17/08/2017;0,8873;6 185,00 EUR;63 PAX
ARN;LUX;LG-5782;18/08/2017;0,6901;5 435,00 EUR;49 PAX
ARN;LUX;LG-5782;21/08/2017;1,0000;9 124,00 EUR;71 PAX
ARN;LUX;LG-5782;22/08/2017;0,9296;6 813,00 EUR;66 PAX
ARN;LUX;LG-5782;23/08/2017;0,8873;6 259,00 EUR;63 PAX
ARN;LUX;LG-5782;24/08/2017;0,9714;7 524,00 EUR;68 PAX
ARN;LUX;LG-5782;25/08/2017;0,9014;7 545,00 EUR;64 PAX
ARN;LUX;LG-5782;28/08/2017;0,8451;6 241,00 EUR;60 PAX
ARN;LUX;LG-5782;29/08/2017;0,7746;5 054,00 EUR;55 PAX
ARN;LUX;LG-5782;30/08/2017;0,8310;6 465,00 EUR;59 PAX
ARN;LUX;LG-5782;31/08/2017;0,8028;5 549,00 EUR;57 PAX
ARN;LUX;LG-5782;01/09/2017;0,9178;7 116,00 EUR;67 PAX
ARN;LUX;LG-5782;04/09/2017;0,8873;7 179,00 EUR;63 PAX
ARN;LUX;LG-5782;05/09/2017;0,6056;5 105,00 EUR;43 PAX
ARN;LUX;LG-5782;06/09/2017;0,6197;4 871,00 EUR;44 PAX
ARN;LUX;LG-5782;07/09/2017;0,8873;7 472,00 EUR;63 PAX
ARN;LUX;LG-5782;08/09/2017;0,7887;6 331,00 EUR;56 PAX
ARN;LUX;LG-5782;11/09/2017;0,7042;6 114,00 EUR;50 PAX
ARN;LUX;LG-5782;12/09/2017;0,6056;5 804,00 EUR;43 PAX
ARN;LUX;LG-5782;13/09/2017;0,8592;10 090,00 EUR;61 PAX
ARN;LUX;LG-5782;14/09/2017;1,0000;12 706,00 EUR;71 PAX
ARN;LUX;LG-5782;15/09/2017;0,9577;9 035,00 EUR;68 PAX
ARN;LUX;LG-5782;18/09/2017;0,9014;7 806,00 EUR;64 PAX
ARN;LUX;LG-5782;19/09/2017;0,4366;4 015,00 EUR;31 PAX
ARN;LUX;LG-5782;20/09/2017;0,6338;5 866,00 EUR;45 PAX
ARN;LUX;LG-5782;21/09/2017;0,9589;9 229,00 EUR;70 PAX
ARN;LUX;LG-5782;22/09/2017;0,9718;9 193,00 EUR;69 PAX
ARN;LUX;LG-5782;25/09/2017;0,8028;6 970,00 EUR;57 PAX
ARN;LUX;LG-5782;26/09/2017;0,3380;2 892,00 EUR;24 PAX
ARN;LUX;LG-5782;27/09/2017;0,5634;5 369,00 EUR;40 PAX
ARN;LUX;LG-5782;28/09/2017;0,8310;6 719,00 EUR;59 PAX
ARN;LUX;LG-5782;29/09/2017;0,7324;5 674,00 EUR;52 PAX
ARN;LUX;LG-5782;02/10/2017;0,5493;4 661,00 EUR;39 PAX
ARN;LUX;LG-5782;03/10/2017;0,7465;5 793,00 EUR;53 PAX
ARN;LUX;LG-5782;04/10/2017;0,4930;3 966,00 EUR;35 PAX
ARN;LUX;LG-5782;05/10/2017;0,5211;4 606,00 EUR;37 PAX
ARN;LUX;LG-5782;06/10/2017;1,0000;9 501,00 EUR;76 PAX
ARN;LUX;LG-5782;09/10/2017;0,7746;6 616,00 EUR;55 PAX
ARN;LUX;LG-5782;10/10/2017;0,6197;5 835,00 EUR;44 PAX
ARN;LUX;LG-5782;11/10/2017;0,8986;9 194,00 EUR;62 PAX
ARN;LUX;LG-5782;12/10/2017;0,8451;6 778,00 EUR;60 PAX
ARN;LUX;LG-5782;13/10/2017;0,8592;6 749,00 EUR;61 PAX
ARN;LUX;LG-5782;16/10/2017;0,6056;5 714,00 EUR;43 PAX
ARN;LUX;LG-5782;17/10/2017;0,4085;2 885,00 EUR;29 PAX
ARN;LUX;LG-5782;18/10/2017;0,4930;4 739,00 EUR;35 PAX
ARN;LUX;LG-5782;19/10/2017;0,5915;5 753,00 EUR;42 PAX
ARN;LUX;LG-5782;20/10/2017;0,5775;5 050,00 EUR;41 PAX
ARN;LUX;LG-5782;23/10/2017;0,4930;4 729,00 EUR;35 PAX
ARN;LUX;LG-5782;24/10/2017;0,6716;6 449,00 EUR;45 PAX
ARN;LUX;LG-5782;25/10/2017;0,3662;3 096,00 EUR;26 PAX
ARN;LUX;LG-5782;26/10/2017;0,6056;5 124,00 EUR;43 PAX
ARN;LUX;LG-5782;27/10/2017;0,8028;6 897,00 EUR;57 PAX
ARN;LUX;LG-5782;30/10/2017;0,4085;3 388,00 EUR;29 PAX
ARN;LUX;LG-5782;31/10/2017;0,6761;4 736,00 EUR;48 PAX
ARN;LUX;LG-5782;01/11/2017;0,8169;6 002,00 EUR;58 PAX
ARN;LUX;LG-5782;02/11/2017;0,9014;8 194,00 EUR;64 PAX
ARN;LUX;LG-5782;03/11/2017;0,8873;7 017,00 EUR;63 PAX
ARN;LUX;LG-5782;06/11/2017;0,8310;6 887,00 EUR;59 PAX
ARN;LUX;LG-5782;07/11/2017;0,4930;4 588,00 EUR;35 PAX
ARN;LUX;LG-5782;08/11/2017;0,6479;6 658,00 EUR;46 PAX
ARN;LUX;LG-5782;09/11/2017;0,6338;6 871,00 EUR;45 PAX
ARN;LUX;LG-5782;10/11/2017;0,7465;6 471,00 EUR;53 PAX
ARN;LUX;LG-5782;13/11/2017;0,6056;5 419,00 EUR;43 PAX
ARN;LUX;LG-5782;14/11/2017;0,4648;4 817,00 EUR;33 PAX
ARN;LUX;LG-5782;15/11/2017;0,4789;4 824,00 EUR;34 PAX
ARN;LUX;LG-5782;16/11/2017;0,4366;3 515,00 EUR;31 PAX
ARN;LUX;LG-5782;17/11/2017;0,6901;5 878,00 EUR;49 PAX
ARN;LUX;LG-5782;20/11/2017;0,5634;4 448,00 EUR;40 PAX
ARN;LUX;LG-5782;21/11/2017;0,2958;2 799,00 EUR;21 PAX
ARN;LUX;LG-5782;22/11/2017;0,6338;5 134,00 EUR;45 PAX
ARN;LUX;LG-5782;23/11/2017;0,8028;7 167,00 EUR;57 PAX
ARN;LUX;LG-5782;24/11/2017;0,6479;5 342,00 EUR;46 PAX
ARN;LUX;LG-5782;27/11/2017;0,3521;2 840,00 EUR;25 PAX
ARN;LUX;LG-5782;28/11/2017;0,3803;3 841,00 EUR;27 PAX
ARN;LUX;LG-5782;29/11/2017;0,7746;6 917,00 EUR;55 PAX
ARN;LUX;LG-5782;30/11/2017;0,5915;5 192,00 EUR;42 PAX
ARN;LUX;LG-5782;01/12/2017;0,8451;7 944,00 EUR;60 PAX
ARN;LUX;LG-5782;04/12/2017;0,6479;5 250,00 EUR;46 PAX
ARN;LUX;LG-5782;05/12/2017;0,4930;4 052,00 EUR;35 PAX
ARN;LUX;LG-5782;06/12/2017;0,7465;6 318,00 EUR;53 PAX
ARN;LUX;LG-5782;07/12/2017;0,5775;4 676,00 EUR;41 PAX
ARN;LUX;LG-5782;08/12/2017;0,7746;6 620,00 EUR;55 PAX
ARN;LUX;LG-5782;11/12/2017;0,8028;7 577,00 EUR;57 PAX
ARN;LUX;LG-5782;12/12/2017;0,2817;2 908,00 EUR;20 PAX
ARN;LUX;LG-5782;13/12/2017;0,2958;2 590,00 EUR;21 PAX
ARN;LUX;LG-5782;14/12/2017;0,5070;3 335,00 EUR;36 PAX
ARN;LUX;LG-5782;15/12/2017;1,0141;9 847,00 EUR;72 PAX
ARN;LUX;LG-5782;18/12/2017;0,3521;2 994,00 EUR;25 PAX
ARN;LUX;LG-5782;19/12/2017;0,7391;7 271,00 EUR;51 PAX
ARN;LUX;LG-5782;20/12/2017;0,8873;6 784,00 EUR;63 PAX
ARN;LUX;LG-5782;21/12/2017;0,8933;8 299,00 EUR;67 PAX
ARN;LUX;LG-5782;22/12/2017;0,9859;9 730,00 EUR;70 PAX
ARN;LUX;LG-5782;25/12/2017;0,2958;1 811,00 EUR;21 PAX
ARN;LUX;LG-5782;26/12/2017;0,7324;5 879,00 EUR;52 PAX
ARN;LUX;LG-5782;27/12/2017;0,8873;7 233,00 EUR;63 PAX
ARN;LUX;LG-5782;28/12/2017;0,9155;7 691,00 EUR;65 PAX
ARN;LUX;LG-5782;29/12/2017;0,9718;9 151,00 EUR;69 PAX
ARN;LUX;LG-5782;01/01/2018;0,9437;10 086,00 EUR;67 PAX
ARN;LUX;LG-5782;02/01/2018;0,9178;8 948,00 EUR;67 PAX
ARN;LUX;LG-5782;03/01/2018;0,9859;7 413,00 EUR;70 PAX
ARN;LUX;LG-5782;04/01/2018;0,9577;6 159,00 EUR;68 PAX
ARN;LUX;LG-5782;05/01/2018;0,9718;7 382,00 EUR;69 PAX
ARN;LUX;LG-5782;08/01/2018;0,5211;3 421,00 EUR;37 PAX
ARN;LUX;LG-5782;10/01/2018;0,2817;1 903,00 EUR;20 PAX
ARN;LUX;LG-5782;11/01/2018;0,4648;2 838,00 EUR;33 PAX
ARN;LUX;LG-5782;12/01/2018;0,4648;3 457,00 EUR;33 PAX
ARN;LUX;LG-5782;15/01/2018;0,3099;1 932,00 EUR;22 PAX
ARN;LUX;LG-5782;17/01/2018;0,2676;2 074,00 EUR;19 PAX
ARN;LUX;LG-5782;18/01/2018;0,3239;2 425,00 EUR;23 PAX
ARN;LUX;LG-5782;19/01/2018;0,4366;3 040,00 EUR;31 PAX
ARN;LUX;LG-5782;22/01/2018;0,2958;2 508,00 EUR;21 PAX
ARN;LUX;LG-5782;24/01/2018;0,4921;4 250,00 EUR;31 PAX
ARN;LUX;LG-5782;25/01/2018;0,6197;4 663,00 EUR;44 PAX
ARN;LUX;LG-5782;26/01/2018;0,4789;3 577,00 EUR;34 PAX
ARN;LUX;LG-5782;29/01/2018;0,7313;6 225,00 EUR;49 PAX
ARN;LUX;LG-5782;31/01/2018;0,5775;5 203,00 EUR;41 PAX
ARN;LUX;LG-5782;01/02/2018;0,4085;3 669,00 EUR;29 PAX
ARN;LUX;LG-5782;02/02/2018;0,5217;4 585,00 EUR;36 PAX
ARN;LUX;LG-5782;05/02/2018;0,4085;3 300,00 EUR;29 PAX
ARN;LUX;LG-5782;07/02/2018;0,4366;4 516,00 EUR;31 PAX
ARN;LUX;LG-5782;08/02/2018;0,4507;3 232,00 EUR;32 PAX
ARN;LUX;LG-5782;09/02/2018;0,5211;4 170,00 EUR;37 PAX
ARN;LUX;LG-5782;12/02/2018;0,4366;2 735,00 EUR;31 PAX
ARN;LUX;LG-5782;14/02/2018;0,3662;2 629,00 EUR;26 PAX
ARN;LUX;LG-5782;15/02/2018;0,4930;3 986,00 EUR;35 PAX
ARN;LUX;LG-5782;16/02/2018;0,9155;7 787,00 EUR;65 PAX
ARN;LUX;LG-5782;19/02/2018;0,5915;6 420,00 EUR;42 PAX
ARN;LUX;LG-5782;21/02/2018;0,6761;5 320,00 EUR;48 PAX
ARN;LUX;LG-5782;22/02/2018;0,6986;5 467,00 EUR;51 PAX
ARN;LUX;LG-5782;23/02/2018;0,9178;8 746,00 EUR;67 PAX
ARN;LUX;LG-5782;26/02/2018;0,5070;3 501,00 EUR;36 PAX
ARN;LUX;LG-5782;28/02/2018;0,6761;5 116,00 EUR;48 PAX
ARN;LUX;LG-5782;01/03/2018;0,5352;4 127,00 EUR;38 PAX
ARN;LUX;LG-5782;02/03/2018;0,5821;4 461,00 EUR;39 PAX
ARN;LUX;LG-5782;05/03/2018;0,5634;3 464,00 EUR;40 PAX
ARN;LUX;LG-5782;07/03/2018;0,5493;4 530,00 EUR;39 PAX
ARN;LUX;LG-5782;08/03/2018;0,6761;3 962,00 EUR;48 PAX
ARN;LUX;LG-5782;09/03/2018;0,8028;5 927,00 EUR;57 PAX
ARN;LUX;LG-5782;12/03/2018;0,7606;5 291,00 EUR;54 PAX
ARN;LUX;LG-5782;14/03/2018;0,5775;4 186,00 EUR;41 PAX
ARN;LUX;LG-5782;15/03/2018;0,7183;5 340,00 EUR;51 PAX
ARN;LUX;LG-5782;16/03/2018;0,8310;6 374,00 EUR;59 PAX
ARN;LUX;LG-5782;19/03/2018;0,9155;8 851,00 EUR;65 PAX
ARN;LUX;LG-5782;21/03/2018;0,9577;8 671,00 EUR;68 PAX
ARN;LUX;LG-5782;22/03/2018;0,8732;7 135,00 EUR;62 PAX
ARN;LUX;LG-5782;23/03/2018;0,8451;7 668,00 EUR;60 PAX
ARN;LUX;LG-5784;29/10/2017;0,7183;4 701,00 EUR;51 PAX
ARN;LUX;LG-5784;05/11/2017;0,9718;9 959,00 EUR;69 PAX
ARN;LUX;LG-5784;12/11/2017;0,7465;5 231,00 EUR;53 PAX
ARN;LUX;LG-5784;19/11/2017;0,8310;6 881,00 EUR;59 PAX
ARN;LUX;LG-5784;26/11/2017;0,4366;2 921,00 EUR;31 PAX
ARN;LUX;LG-5784;03/12/2017;0,8592;7 018,00 EUR;61 PAX
ARN;LUX;LG-5784;10/12/2017;0,7465;5 948,00 EUR;53 PAX
ARN;LUX;LG-5784;17/12/2017;0,5493;4 493,00 EUR;39 PAX
ARN;LUX;LG-5784;07/01/2018;0,9178;8 047,00 EUR;67 PAX
ARN;LUX;LG-5784;14/01/2018;0,7183;4 851,00 EUR;51 PAX
ARN;LUX;LG-5784;21/01/2018;0,6479;4 254,00 EUR;46 PAX
ARN;LUX;LG-5784;28/01/2018;0,9014;6 517,00 EUR;64 PAX
ARN;LUX;LG-5784;04/02/2018;0,5493;4 644,00 EUR;39 PAX
ARN;LUX;LG-5784;11/02/2018;0,4648;3 346,00 EUR;33 PAX
ARN;LUX;LG-5784;18/02/2018;0,9718;10 946,00 EUR;69 PAX
ARN;LUX;LG-5784;25/02/2018;0,7465;4 628,00 EUR;53 PAX
ARN;LUX;LG-5784;04/03/2018;0,8592;5 381,00 EUR;61 PAX
ARN;LUX;LG-5784;11/03/2018;0,9577;8 183,00 EUR;68 PAX
ARN;LUX;LG-5784;18/03/2018;0,9577;6 380,00 EUR;68 PAX
ARN;LUX;LG-5786;01/01/2017;0,9286;8 413,00 EUR;65 PAX
ARN;LUX;LG-5786;08/01/2017;0,9000;7 091,00 EUR;63 PAX
ARN;LUX;LG-5786;15/01/2017;0,4143;3 087,00 EUR;29 PAX
ARN;LUX;LG-5786;22/01/2017;0,4714;2 995,00 EUR;33 PAX
ARN;LUX;LG-5786;29/01/2017;0,5714;3 736,00 EUR;40 PAX
ARN;LUX;LG-5786;05/02/2017;0,3714;2 296,00 EUR;26 PAX
ARN;LUX;LG-5786;12/02/2017;0,4286;2 736,00 EUR;30 PAX
ARN;LUX;LG-5786;19/02/2017;0,8286;5 435,00 EUR;58 PAX
ARN;LUX;LG-5786;26/02/2017;0,9571;7 866,00 EUR;67 PAX
ARN;LUX;LG-5786;05/03/2017;0,8592;6 442,00 EUR;61 PAX
ARN;LUX;LG-5786;12/03/2017;0,6667;4 366,00 EUR;46 PAX
ARN;LUX;LG-5786;19/03/2017;0,7746;6 129,00 EUR;55 PAX
ARN;LUX;LG-5786;26/03/2017;0,7465;4 908,00 EUR;53 PAX
