;;;;;;;;;;;;;;;;; 2 317 792 ;;;; 18 771 ;;;
key;Departure Date;Flight Number;Day_of_week;Sum_ASK;Sum_RPK;Sum_Revenues;Load factor;Yield;RASK;Month;SEASON;leg;Percentile_RASK_target;type;uplift_population;New Revenue;Rev Upside;;New RPK;RPK Upside;PAX Upside;Stage Length;;
LG-8254_Sat_L;07/10/2017;LG-8254;Sat;46690;46690;5449;1;11,67059327;11,67059327;10;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;21/10/2017;LG-8254;Sat;46690;44022;5329;0,942857143;12,10531098;11,41357892;10;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_H;28/10/2017;LG-8254;Sat;49358;42688;5061;0,864864865;11,85579085;10,25365696;10;H;NCE;13,30483407;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;04/11/2017;LG-8254;Sat;46690;46023;9018;0,985714286;19,59455055;19,3146284;11;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;11/11/2017;LG-8254;Sat;46690;34017;4167;0,728571429;12,24975747;8,924823303;11;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;18/11/2017;LG-8254;Sat;49358;46690;6564;0,945945946;14,05868494;13,29875603;11;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;25/11/2017;LG-8254;Sat;46690;36018;4898;0,771428571;13,59875618;10,49046905;11;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;09/12/2017;LG-8254;Sat;46690;32683;4844;0,7;14,82116085;10,37481259;12;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;16/12/2017;LG-8254;Sat;46690;25346;3032;0,542857143;11,96243983;6,493895909;12;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_H;23/12/2017;LG-8254;Sat;49358;47357;6567;0,959459459;13,86701016;13,30483407;12;H;NCE;13,30483407;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;06/01/2018;LG-8254;Sat;49358;48024;5971;0,972972973;12,43336665;12,09732971;1;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;13/01/2018;LG-8254;Sat;46690;30015;3569;0,642857143;11,89072131;7,644035125;1;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;27/01/2018;LG-8254;Sat;49358;46023;6275;0,932432432;13,6344871;12,71323798;1;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;03/02/2018;LG-8254;Sat;46690;34684;4396;0,742857143;12,67443201;9,415292354;2;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_H;17/02/2018;LG-8254;Sat;46690;32683;5368;0,7;16,42444084;11,49710859;2;H;NCE;13,30483407;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;24/02/2018;LG-8254;Sat;49358;42688;6968;0,864864865;16,32308846;14,11726569;2;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;03/03/2018;LG-8254;Sat;46690;30682;4363;0,657142857;14,22006388;9,344613408;3;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_M;10/03/2018;LG-8254;Sat;46690;34017;4650;0,728571429;13,66963577;9,959306061;3;M;NCE;12,62498621;NONE;NO;;;;;;;667;;
LG-8254_Sat_H;17/03/2018;LG-8254;Sat;46690;43355;8882;0,928571429;20,48667974;19,02334547;3;H;NCE;13,30483407;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;24/03/2018;LG-8254;Sat;46690;34684;4660;0,742857143;13,4355899;9,980723924;3;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;31/03/2018;LG-8254;Sat;46690;38686;5465;0,828571429;14,12655741;11,70486185;3;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8254_Sat_H;07/04/2018;LG-8254;Sat;46690;42688;8064;0,914285714;18,89055472;17,27136432;4;H;NCE;13,30483407;NONE;NO;;;;;;;667;;
LG-8254_Sat_H;14/04/2018;LG-8254;Sat;46690;42021;7881;0,9;18,75490826;16,87941743;4;H;NCE;13,30483407;NONE;NO;;;;;;;667;;
LG-8254_Sat_L;21/04/2018;LG-8254;Sat;46690;33350;4559;0,714285714;13,67016492;9,764403513;4;L;NCE;13,005997;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;03/04/2017;LG-8255;Mon;80040;47357;7231;0,591666667;15,269126;9,034232884;4;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Thu_M;06/04/2017;LG-8255;Thu;88044;54027;7060;0,613636364;13,0675403;8,018717914;4;M;NCE;14,06878541;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;07/04/2017;LG-8255;Fri;92046;90712;15785;0,985507246;17,40122586;17,14903418;4;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;10/04/2017;LG-8255;Mon;92046;78039;12868;0,847826087;16,4891913;13,97996654;4;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;11/04/2017;LG-8255;Tue;92046;90712;10062;0,985507246;11,09224799;10,93149078;4;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;12/04/2017;LG-8255;Wed;88044;85376;10827;0,96969697;12,68154985;12,29726046;4;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;13/04/2017;LG-8255;Thu;92046;87377;9846;0,949275362;11,2684116;10,6968255;4;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;14/04/2017;LG-8255;Fri;112056;93380;11686;0,833333333;12,51445706;10,42871421;4;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_M;17/04/2017;LG-8255;Mon;92046;60030;8786;0,652173913;14,63601533;9,545227386;4;M;NCE;10,76033412;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;18/04/2017;LG-8255;Tue;112056;62698;8532;0,55952381;13,60808957;7,614050118;4;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;20/04/2017;LG-8255;Thu;84042;54027;7842;0,642857143;14,51496474;9,331048761;4;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_H;21/04/2017;LG-8255;Fri;92046;60697;8209;0,65942029;13,5245564;8,918366904;4;H;NCE;18,00439239;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;24/04/2017;LG-8255;Mon;92046;30682;3653;0,333333333;11,90600352;3,96866784;4;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;27/04/2017;LG-8255;Thu;92046;66700;9277;0,724637681;13,90854573;10,07865632;4;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;28/04/2017;LG-8255;Fri;92046;86710;14873;0,942028986;17,15257756;16,15822524;4;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Tue_M;02/05/2017;LG-8255;Tue;112056;50025;5725;0,446428571;11,44427786;5,109052617;5;M;NCE;8,397160116;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;05/05/2017;LG-8255;Fri;92046;82041;11722;0,891304348;14,28797796;12,73493688;5;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;08/05/2017;LG-8255;Mon;92046;86043;10921;0,934782609;12,69249096;11,86471981;5;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Thu_M;11/05/2017;LG-8255;Thu;92046;65366;7884;0,710144928;12,06131628;8,565282576;5;M;NCE;14,06878541;NONE;NO;;;;;;;667;;
LG-8255_Fri_H;12/05/2017;LG-8255;Fri;92046;86043;11196;0,934782609;13,0120986;12,16348348;5;H;NCE;18,00439239;NONE;NO;;;;;;;667;;
LG-8255_Mon_M;15/05/2017;LG-8255;Mon;92046;60697;7059;0,65942029;11,62989934;7,668991591;5;M;NCE;10,76033412;NONE;NO;;;;;;;667;;
LG-8255_Wed_M;17/05/2017;LG-8255;Wed;80040;68701;9434;0,858333333;13,73196897;11,7866067;5;M;NCE;11,47801099;NONE;NO;;;;;;;667;;
LG-8255_Thu_H;18/05/2017;LG-8255;Thu;92046;61364;8414;0,666666667;13,71162245;9,141081633;5;H;NCE;10,68922061;NONE;NO;;;;;;;667;;
LG-8255_Fri_H;19/05/2017;LG-8255;Fri;92046;88711;12849;0,963768116;14,48411133;13,95932469;5;H;NCE;18,00439239;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;22/05/2017;LG-8255;Mon;112056;61364;7266;0,547619048;11,84081872;6,484257871;5;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;23/05/2017;LG-8255;Tue;88044;66700;8837;0,757575758;13,24887556;10,03702694;5;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;24/05/2017;LG-8255;Wed;92046;85376;15372;0,927536232;18,00505997;16,70034548;5;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;25/05/2017;LG-8255;Thu;92046;90712;19734;0,985507246;21,75456389;21,43928036;5;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;26/05/2017;LG-8255;Fri;88044;47357;10772;0,537878788;22,74637329;12,2347917;5;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;29/05/2017;LG-8255;Mon;92046;76038;10101;0,826086957;13,2841474;10,9738609;5;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;31/05/2017;LG-8255;Wed;92046;62031;8353;0,673913043;13,46584772;9,074810421;5;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;01/06/2017;LG-8255;Thu;92046;79373;13495;0,862318841;17,0020032;14,66114769;6;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;02/06/2017;LG-8255;Fri;92046;90712;21575;0,985507246;23,78406385;23,43936727;6;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;05/06/2017;LG-8255;Mon;92046;86710;9854;0,942028986;11,36431784;10,70551681;6;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;06/06/2017;LG-8255;Tue;92046;65366;8397;0,710144928;12,84612796;9,122612607;6;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;07/06/2017;LG-8255;Wed;80040;46690;5004;0,583333333;10,71749839;6,251874063;6;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;09/06/2017;LG-8255;Fri;80040;50692;6589;0,633333333;12,99810621;8,232133933;6;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;12/06/2017;LG-8255;Mon;88044;66033;8672;0,75;13,13282753;9,849620644;6;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;13/06/2017;LG-8255;Tue;80040;52026;8026;0,65;15,42690193;10,02748626;6;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;14/06/2017;LG-8255;Wed;92046;77372;10749;0,84057971;13,89262265;11,67785672;6;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;15/06/2017;LG-8255;Thu;92046;79373;10658;0,862318841;13,42773991;11,57899311;6;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_H;16/06/2017;LG-8255;Fri;92046;90045;14001;0,97826087;15,54889222;15,21087282;6;H;NCE;18,00439239;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;19/06/2017;LG-8255;Mon;112056;67367;9268;0,601190476;13,7574777;8,270864568;6;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;20/06/2017;LG-8255;Tue;92046;60697;8471;0,65942029;13,95620871;9,203007192;6;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;21/06/2017;LG-8255;Wed;92046;71369;8086;0,775362319;11,32984909;8,784738066;6;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;22/06/2017;LG-8255;Thu;88044;74704;14870;0,848484848;19,90522596;16,88928263;6;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;23/06/2017;LG-8255;Fri;88044;84042;15567;0,954545455;18,52288142;17,68093226;6;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;26/06/2017;LG-8255;Mon;92046;70035;10732;0,760869565;15,32376669;11,6593877;6;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;29/06/2017;LG-8255;Thu;112056;68701;9097;0,613095238;13,24143753;8,118262297;6;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;30/06/2017;LG-8255;Fri;94047;90712;14561;0,964539007;16,05190052;15,48268419;6;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_M;03/07/2017;LG-8255;Mon;92046;61364;7935;0,666666667;12,93103448;8,620689655;7;M;NCE;10,76033412;NONE;NO;;;;;;;667;;
LG-8255_Tue_M;04/07/2017;LG-8255;Tue;92046;49358;6650;0,536231884;13,47299323;7,224648545;7;M;NCE;8,397160116;NONE;NO;;;;;;;667;;
LG-8255_Wed_M;05/07/2017;LG-8255;Wed;92046;69368;9294;0,753623188;13,39810864;10,09712535;7;M;NCE;11,47801099;NONE;NO;;;;;;;667;;
LG-8255_Thu_H;06/07/2017;LG-8255;Thu;92046;76705;11264;0,833333333;14,6848315;12,23735958;7;H;NCE;10,68922061;NONE;NO;;;;;;;667;;
LG-8255_Fri_H;07/07/2017;LG-8255;Fri;92046;84709;12307;0,920289855;14,52856249;13,37048867;7;H;NCE;18,00439239;NONE;NO;;;;;;;667;;
LG-8255_Mon_H;10/07/2017;LG-8255;Mon;92046;66700;9448;0,724637681;14,16491754;10,264433;7;H;NCE;23,40222746;NONE;NO;;;;;;;667;;
LG-8255_Tue_M;11/07/2017;LG-8255;Tue;92046;54694;8089;0,594202899;14,78955644;8,787997306;7;M;NCE;8,397160116;NONE;NO;;;;;;;667;;
LG-8255_Wed_M;12/07/2017;LG-8255;Wed;80040;68034;8446;0,85;12,41438104;10,55222389;7;M;NCE;11,47801099;NONE;NO;;;;;;;667;;
LG-8255_Thu_M;13/07/2017;LG-8255;Thu;88044;78039;11829;0,886363636;15,15780571;13,43532779;7;M;NCE;14,06878541;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;14/07/2017;LG-8255;Fri;80040;78706;15242;0,983333333;19,36574086;19,04297851;7;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;17/07/2017;LG-8255;Mon;92046;90712;12970;0,985507246;14,29799806;14,0907807;7;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;18/07/2017;LG-8255;Tue;92046;72036;9129;0,782608696;12,67283025;9,917867153;7;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;19/07/2017;LG-8255;Wed;88044;68701;9797;0,78030303;14,26034556;11,12739085;7;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;20/07/2017;LG-8255;Thu;92046;78706;11851;0,855072464;15,05730186;12,8750842;7;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;21/07/2017;LG-8255;Fri;88044;88044;14606;1;16,58943256;16,58943256;7;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;24/07/2017;LG-8255;Mon;88044;83375;12575;0,946969697;15,08245877;14,28263141;7;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;25/07/2017;LG-8255;Tue;92046;60697;8561;0,65942029;14,10448622;9,30078439;7;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;26/07/2017;LG-8255;Wed;92046;48024;6071;0,52173913;12,64159587;6,595615236;7;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;27/07/2017;LG-8255;Thu;92046;66033;10151;0,717391304;15,37261672;11,02818156;7;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;28/07/2017;LG-8255;Fri;92046;86710;13631;0,942028986;15,72021681;14,8088999;7;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;31/07/2017;LG-8255;Mon;92046;80040;10932;0,869565217;13,65817091;11,87667036;7;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;01/08/2017;LG-8255;Tue;92046;65366;9681;0,710144928;14,81045192;10,5175673;8;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;02/08/2017;LG-8255;Wed;88044;72703;9924;0,825757576;13,65005571;11,27163691;8;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;03/08/2017;LG-8255;Thu;92046;72703;10318;0,789855072;14,19198658;11,20961259;8;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_H;04/08/2017;LG-8255;Fri;88044;84709;12705;0,962121212;14,99840631;14,43028486;8;H;NCE;18,00439239;NONE;NO;;;;;;;667;;
LG-8255_Mon_H;07/08/2017;LG-8255;Mon;88044;75371;8834;0,856060606;11,72068833;10,03361955;8;H;NCE;23,40222746;NONE;NO;;;;;;;667;;
LG-8255_Tue_H;08/08/2017;LG-8255;Tue;92046;58029;8452;0,630434783;14,56513123;9,182365339;8;H;NCE;27,60446468;NONE;NO;;;;;;;667;;
LG-8255_Wed_H;09/08/2017;LG-8255;Wed;92046;63365;7733;0,688405797;12,20389805;8,401234166;8;H;NCE;12,00849886;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;10/08/2017;LG-8255;Thu;112056;77372;9388;0,69047619;12,13358838;8,37795388;8;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;11/08/2017;LG-8255;Fri;92046;85376;18526;0,927536232;21,6993066;20,12689308;8;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;14/08/2017;LG-8255;Mon;88044;79373;10217;0,901515152;12,87213536;11,60442506;8;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;15/08/2017;LG-8255;Tue;80040;35351;6307;0,441666667;17,84107946;7,879810095;8;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;16/08/2017;LG-8255;Wed;92046;59363;7550;0,644927536;12,71835992;8,202420529;8;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;17/08/2017;LG-8255;Thu;92046;58029;6778;0,630434783;11,68036671;7,36370945;8;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;18/08/2017;LG-8255;Fri;92046;84042;11426;0,913043478;13,59558316;12,41335854;8;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;21/08/2017;LG-8255;Mon;92046;70035;10507;0,760869565;15,00249875;11,4149447;8;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;22/08/2017;LG-8255;Tue;92046;60697;8077;0,65942029;13,30708272;8,774960346;8;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;23/08/2017;LG-8255;Wed;92046;64699;9327;0,702898551;14,41598788;10,13297699;8;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_M;24/08/2017;LG-8255;Thu;88044;68701;9709;0,78030303;14,13225426;11,02744083;8;M;NCE;14,06878541;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;25/08/2017;LG-8255;Fri;88044;86710;13118;0,984848485;15,12858955;14,8993685;8;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_M;28/08/2017;LG-8255;Mon;88044;62698;7295;0,712121212;11,63513988;8,285629912;8;M;NCE;10,76033412;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;29/08/2017;LG-8255;Tue;88044;50692;6706;0,575757576;13,22891186;7,616646222;8;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;30/08/2017;LG-8255;Wed;80040;63365;9164;0,791666667;14,46224256;11,44927536;8;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;31/08/2017;LG-8255;Thu;92046;71369;11121;0,775362319;15,58239572;12,08200248;8;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;01/09/2017;LG-8255;Fri;92046;85376;13541;0,927536232;15,86042916;14,7111227;9;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;04/09/2017;LG-8255;Mon;92046;64032;8098;0,695652174;12,6468016;8,797775026;9;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;05/09/2017;LG-8255;Tue;92046;50692;7270;0,550724638;14,34151345;7,898224801;9;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;06/09/2017;LG-8255;Wed;80040;49358;5039;0,616666667;10,20908465;6,295602199;9;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;07/09/2017;LG-8255;Thu;92046;50025;6897;0,543478261;13,78710645;7,492992634;9;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;11/09/2017;LG-8255;Mon;64032;46023;5130;0,71875;11,14660061;8,01161919;9;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;12/09/2017;LG-8255;Tue;80040;49358;6117;0,616666667;12,39312776;7,642428786;9;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;14/09/2017;LG-8255;Thu;92046;71369;11324;0,775362319;15,86683294;12,30254438;9;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;15/09/2017;LG-8255;Fri;92046;83375;12763;0,905797101;15,30794603;13,86589314;9;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;18/09/2017;LG-8255;Mon;80040;52693;6965;0,658333333;13,21807451;8,70189905;9;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;20/09/2017;LG-8255;Wed;84042;52026;6983;0,619047619;13,42213509;8,308940768;9;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;21/09/2017;LG-8255;Thu;80040;62698;7968;0,783333333;12,70853935;9,955022489;9;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;22/09/2017;LG-8255;Fri;88044;88711;14000;1;15,78158289;15,78158289;9;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_M;25/09/2017;LG-8255;Mon;92046;40687;5848;0,442028986;14,3731413;6,353345067;9;M;NCE;10,76033412;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;26/09/2017;LG-8255;Tue;92046;47357;10019;0,514492754;21,15632325;10,884775;9;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;27/09/2017;LG-8255;Wed;80040;50025;6852;0,625;13,69715142;8,56071964;9;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;28/09/2017;LG-8255;Thu;92046;78706;10897;0,855072464;13,84519605;11,83864589;9;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;29/09/2017;LG-8255;Fri;92046;82041;12648;0,891304348;15,4166819;13,74095561;9;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;02/10/2017;LG-8255;Mon;92046;48024;6243;0,52173913;12,99975012;6,782478326;10;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;03/10/2017;LG-8255;Tue;92046;30015;4387;0,326086957;14,61602532;4,766095213;10;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;04/10/2017;LG-8255;Wed;92046;48691;7108;0,528985507;14,59818036;7,722225844;10;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;05/10/2017;LG-8255;Thu;92046;83375;11990;0,905797101;14,3808096;13,02609565;10;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;06/10/2017;LG-8255;Fri;92046;71369;10779;0,775362319;15,10319607;11,71044912;10;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;09/10/2017;LG-8255;Mon;92046;49358;6525;0,536231884;13,21974148;7,088846881;10;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;10/10/2017;LG-8255;Tue;44022;35351;4832;0,803030303;13,66863738;10,97633002;10;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;11/10/2017;LG-8255;Wed;46690;43355;8287;0,928571429;19,11428901;17,74898265;10;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;12/10/2017;LG-8255;Thu;50692;50692;6699;1;13,21510297;13,21510297;10;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;13/10/2017;LG-8255;Fri;112056;86043;14608;0,767857143;16,97755773;13,03633897;10;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Wed_M;18/10/2017;LG-8255;Wed;80040;34017;4037;0,425;11,86759561;5,043728136;10;M;NCE;11,47801099;NONE;NO;;;;;;;667;;
LG-8255_Fri_H;20/10/2017;LG-8255;Fri;92046;64699;8886;0,702898551;13,73436993;9,653868718;10;H;NCE;18,00439239;NONE;NO;;;;;;;667;;
LG-8255_Fri_M;27/10/2017;LG-8255;Fri;92046;90045;19947;0,97826087;22,1522572;21,6706864;10;M;NCE;16,4330878;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;30/10/2017;LG-8255;Mon;46690;46690;6957;1;14,90040694;14,90040694;10;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;31/10/2017;LG-8255;Tue;46690;45356;6419;0,971428571;14,15248258;13,74812594;10;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;01/11/2017;LG-8255;Wed;46690;46023;6215;0,985714286;13,50411751;13,31120154;11;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;02/11/2017;LG-8255;Thu;46690;40687;5643;0,871428571;13,86929486;12,08609981;11;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;03/11/2017;LG-8255;Fri;46690;35351;5835;0,757142857;16,50589799;12,49732277;11;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
LG-8255_Mon_L;06/11/2017;LG-8255;Mon;46690;34017;5533;0,728571429;16,26539671;11,85050332;11;L;NCE;13,12165346;NONE;NO;;;;;;;667;;
LG-8255_Tue_L;07/11/2017;LG-8255;Tue;46690;40020;6257;0,857142857;15,63468266;13,40115656;11;L;NCE;10,74534161;NONE;NO;;;;;;;667;;
LG-8255_Wed_L;08/11/2017;LG-8255;Wed;44022;30682;4435;0,696969697;14,45472916;10,0745082;11;L;NCE;11,23557539;NONE;NO;;;;;;;667;;
LG-8255_Thu_L;09/11/2017;LG-8255;Thu;46690;32016;4508;0,685714286;14,08045977;9,655172414;11;L;NCE;12,5873822;NONE;NO;;;;;;;667;;
LG-8255_Fri_L;10/11/2017;LG-8255;Fri;112056;34684;5468;0,30952381;15,76519433;4,879703006;11;L;NCE;16,92867852;NONE;NO;;;;;;;667;;
