;;;;;;;;;;;;;;;;; 2 317 792 ;;;; 18 771 ;;;
key;Departure Date;Flight Number;Day_of_week;Sum_ASK;Sum_RPK;Sum_Revenues;Load factor;Yield;RASK;Month;SEASON;leg;Percentile_RASK_target;type;uplift_population;New Revenue;Rev Upside;;New RPK;RPK Upside;PAX Upside;Stage Length;;
LG-3837_Tue_L;20/03/2018;LG-3837;Tue;168036;91656;10452;0,545454545;11,40350877;6,220095694;3;L;MAD;6,437980552;NONE;NO;;;;;;;1273;;
LG-3837_Wed_L;21/03/2018;LG-3837;Wed;168036;82745;9230;0,492424242;11,15475255;5,492870575;3;L;MAD;6,793335952;NONE;NO;;;;;;;1273;;
LG-3837_Thu_L;22/03/2018;LG-3837;Thu;168036;160398;16151;0,954545455;10,06932755;9,611630841;3;L;MAD;9,644957033;NONE;NO;;;;;;;1273;;
LG-3837_Fri_L;23/03/2018;LG-3837;Fri;168036;165490;22837;0,984848485;13,79962536;13,59054012;3;L;MAD;7,981454802;NONE;NO;;;;;;;1273;;
LG-3837_Sun_H;25/03/2018;LG-3837;Sun;213864;142576;9344;0,666666667;6,553697677;4,369131785;3;H;MAD;6,212472611;NONE;NO;;;;;;;1273;;
LG-3837_Mon_H;26/03/2018;LG-3837;Mon;168036;106932;5846;0,636363636;5,467025773;3,479016401;3;H;MAD;6,041371237;NONE;NO;;;;;;;1273;;
LG-3837_Tue_H;27/03/2018;LG-3837;Tue;168036;126027;11025;0,75;8,748125402;6,561094051;3;H;MAD;7,603519484;NONE;NO;;;;;;;1273;;
LG-3837_Wed_H;28/03/2018;LG-3837;Wed;175674;165490;12915;0,942028986;7,804096924;7,351685508;3;H;MAD;8,378646753;NONE;NO;;;;;;;1273;;
LG-3837_Thu_H;29/03/2018;LG-3837;Thu;175674;159125;11725;0,905797101;7,368421053;6,674294432;3;H;MAD;10,21269252;NONE;NO;;;;;;;1273;;
LG-3837_Fri_H;30/03/2018;LG-3837;Fri;175674;164217;16389;0,934782609;9,980087323;9,329212063;3;H;MAD;9,917498682;NONE;NO;;;;;;;1273;;
LG-3837_Sun_H;01/04/2018;LG-3837;Sun;175674;164217;12478;0,934782609;7,598482496;7,102929289;4;H;MAD;6,212472611;NONE;NO;;;;;;;1273;;
LG-3837_Mon_H;02/04/2018;LG-3837;Mon;175674;165490;12388;0,942028986;7,48564868;7,051698032;4;H;MAD;6,041371237;NONE;NO;;;;;;;1273;;
LG-3837_Tue_H;03/04/2018;LG-3837;Tue;213864;175674;13582;0,821428571;7,731366053;6,350764972;4;H;MAD;7,603519484;NONE;NO;;;;;;;1273;;
LG-3837_Wed_H;04/04/2018;LG-3837;Wed;168036;123481;7124;0,734848485;5,769308639;4,239567712;4;H;MAD;8,378646753;NONE;NO;;;;;;;1273;;
LG-3837_Thu_H;05/04/2018;LG-3837;Thu;168036;127300;9852;0,757575758;7,739198743;5,863029351;4;H;MAD;10,21269252;NONE;NO;;;;;;;1273;;
LG-3837_Fri_H;06/04/2018;LG-3837;Fri;168036;126027;8255;0,75;6,550183691;4,912637768;4;H;MAD;9,917498682;NONE;NO;;;;;;;1273;;
LG-3837_Sun_H;08/04/2018;LG-3837;Sun;168036;143849;10813;0,856060606;7,516910093;6,43493061;4;H;MAD;6,212472611;NONE;NO;;;;;;;1273;;
LG-3837_Mon_H;09/04/2018;LG-3837;Mon;168036;84018;10170;0,5;12,10454903;6,052274513;4;H;MAD;6,041371237;NONE;NO;;;;;;;1273;;
LG-3837_Tue_H;10/04/2018;LG-3837;Tue;213864;75107;8307;0,351190476;11,06022075;3,884244193;4;H;MAD;7,603519484;NONE;NO;;;;;;;1273;;
LG-3837_Wed_H;11/04/2018;LG-3837;Wed;168036;82745;11729;0,492424242;14,17487461;6,980051894;4;H;MAD;8,378646753;NONE;NO;;;;;;;1273;;
LG-3837_Thu_H;12/04/2018;LG-3837;Thu;168036;117116;10202;0,696969697;8,711021551;6,071318051;4;H;MAD;10,21269252;NONE;NO;;;;;;;1273;;
LG-3837_Fri_H;13/04/2018;LG-3837;Fri;168036;148941;12228;0,886363636;8,209962334;7,277012069;4;H;MAD;9,917498682;NONE;NO;;;;;;;1273;;
LG-3837_Sun_H;15/04/2018;LG-3837;Sun;168036;117116;9332;0,696969697;7,968168312;5,553571854;4;H;MAD;6,212472611;NONE;NO;;;;;;;1273;;
LG-3837_Mon_H;16/04/2018;LG-3837;Mon;168036;119662;14490;0,712121212;12,10910732;8,623152182;4;H;MAD;6,041371237;NONE;NO;;;;;;;1273;;
LG-3837_Tue_H;17/04/2018;LG-3837;Tue;213864;90383;12917;0,422619048;14,29140436;6,039819698;4;H;MAD;7,603519484;NONE;NO;;;;;;;1273;;
LG-3837_Wed_H;18/04/2018;LG-3837;Wed;213864;117116;17570;0,547619048;15,00222002;8,21550144;4;H;MAD;8,378646753;NONE;NO;;;;;;;1273;;
LG-3837_Thu_H;19/04/2018;LG-3837;Thu;168036;150214;17063;0,893939394;11,35912764;10,15437168;4;H;MAD;10,21269252;NONE;NO;;;;;;;1273;;
LG-3837_Fri_H;20/04/2018;LG-3837;Fri;175674;173128;20734;0,985507246;11,97611016;11,80254335;4;H;MAD;9,917498682;NONE;NO;;;;;;;1273;;
LG-3837_Sun_H;22/04/2018;LG-3837;Sun;168036;147668;12750;0,878787879;8,634233551;7,587659787;4;H;MAD;6,212472611;NONE;NO;;;;;;;1273;;
LG-3837_Mon_H;23/04/2018;LG-3837;Mon;213864;123481;12897;0,577380952;10,44452183;6,030467961;4;H;MAD;6,041371237;NONE;NO;;;;;;;1273;;
LG-3837_Tue_H;24/04/2018;LG-3837;Tue;168036;82745;11536;0,492424242;13,94162789;6,865195553;4;H;MAD;7,603519484;NONE;NO;;;;;;;1273;;
LG-3837_Wed_H;25/04/2018;LG-3837;Wed;168036;112024;13353;0,666666667;11,91976719;7,946511462;4;H;MAD;8,378646753;NONE;NO;;;;;;;1273;;
LG-3837_Thu_H;26/04/2018;LG-3837;Thu;175674;175674;20790;1;11,83442057;11,83442057;4;H;MAD;10,21269252;NONE;NO;;;;;;;1273;;
LG-3837_Fri_H;27/04/2018;LG-3837;Fri;168036;166763;17137;0,992424242;10,27626032;10,19840986;4;H;MAD;9,917498682;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;02/04/2017;LG-3838;Sun;175674;155306;17024;0,884057971;10,96158552;9,69067705;4;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;03/04/2017;LG-3838;Mon;175674;119662;11906;0,68115942;9,949691631;6,777326184;4;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;04/04/2017;LG-3838;Tue;152760;85291;9744;0,558333333;11,42441758;6,37863315;4;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;06/04/2017;LG-3838;Thu;175674;95475;8764;0,543478261;9,179366326;4,988786047;4;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;07/04/2017;LG-3838;Fri;175674;141303;10038;0,804347826;7,103883145;5,713992964;4;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;09/04/2017;LG-3838;Sun;175674;113297;7225;0,644927536;6,377044405;4,112731537;4;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;10/04/2017;LG-3838;Mon;175674;78926;4076;0,449275362;5,164331146;2,320206747;4;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;11/04/2017;LG-3838;Tue;175674;95475;5533;0,543478261;5,795234355;3,149583888;4;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;12/04/2017;LG-3838;Wed;175674;110751;6015;0,630434783;5,431102202;3,423955736;4;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;13/04/2017;LG-3838;Thu;213864;99294;4784;0,464285714;4,818015187;2,236935623;4;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;14/04/2017;LG-3838;Fri;213864;122208;6483;0,571428571;5,304890024;3,031365728;4;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;16/04/2017;LG-3838;Sun;175674;146395;8427;0,833333333;5,756344137;4,796953448;4;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;17/04/2017;LG-3838;Mon;168036;161671;19420;0,962121212;12,01204916;11,5570473;4;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;18/04/2017;LG-3838;Tue;179493;171855;14394;0,957446809;8,375665532;8,019254233;4;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;19/04/2017;LG-3838;Wed;175674;169309;16788;0,963768116;9,915598108;9,556337307;4;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;20/04/2017;LG-3838;Thu;179493;171855;14353;0,957446809;8,35180821;7,996412116;4;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;21/04/2017;LG-3838;Fri;179493;171855;14830;0,957446809;8,629367781;8,262160641;4;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;23/04/2017;LG-3838;Sun;179493;175674;21931;0,978723404;12,48391908;12,21830378;4;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;24/04/2017;LG-3838;Mon;160398;154033;17106;0,96031746;11,10541248;10,66472151;4;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;25/04/2017;LG-3838;Tue;168036;134938;15058;0,803030303;11,15919904;8,961174986;4;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;26/04/2017;LG-3838;Wed;175674;110751;11450;0,630434783;10,3385071;6,517754477;4;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;27/04/2017;LG-3838;Thu;213864;147668;14526;0,69047619;9,836931495;6,792166985;4;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;28/04/2017;LG-3838;Fri;179493;166763;16646;0,929078014;9,981830502;9,273899261;4;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;30/04/2017;LG-3838;Sun;175674;133665;6938;0,760869565;5,190588411;3,949360748;4;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;01/05/2017;LG-3838;Mon;175674;150214;14387;0,855072464;9,577669192;8,189601193;5;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;02/05/2017;LG-3838;Tue;213864;129846;7988;0,607142857;6,151903024;3,735083979;5;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;03/05/2017;LG-3838;Wed;213864;115843;6409;0,541666667;5,532487936;2,996764299;5;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;05/05/2017;LG-3838;Fri;175674;96748;7504;0,550724638;7,756232687;4,271548436;5;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;07/05/2017;LG-3838;Sun;175674;131119;10846;0,746376812;8,271875167;6,173935813;5;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;08/05/2017;LG-3838;Mon;168036;118389;10199;0,704545455;8,614820634;6,069532719;5;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;09/05/2017;LG-3838;Tue;152760;110751;11584;0,725;10,45949924;7,583136947;5;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;11/05/2017;LG-3838;Thu;213864;122208;13093;0,571428571;10,71370123;6,122114989;5;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;12/05/2017;LG-3838;Fri;175674;165490;10945;0,942028986;6,61369267;6,230290197;5;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;14/05/2017;LG-3838;Sun;168036;137484;12019;0,818181818;8,742108173;7,152633959;5;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;15/05/2017;LG-3838;Mon;168036;126027;10809;0,75;8,576733557;6,432550168;5;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;19/05/2017;LG-3838;Fri;152760;109478;11094;0,716666667;10,13354281;7,262372349;5;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;21/05/2017;LG-3838;Sun;168036;140030;11259;0,833333333;8,04041991;6,700349925;5;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;23/05/2017;LG-3838;Tue;152760;50920;7237;0,333333333;14,21249018;4,737496727;5;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;25/05/2017;LG-3838;Thu;168036;75107;4211;0,446969697;5,606667821;2,506010617;5;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;26/05/2017;LG-3838;Fri;175674;114570;6084;0,652173913;5,310290652;3,463233034;5;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;29/05/2017;LG-3838;Mon;175674;165490;16153;0,942028986;9,760710617;9,19487232;5;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;30/05/2017;LG-3838;Tue;152760;109478;9096;0,716666667;8,308518606;5,954438335;5;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;31/05/2017;LG-3838;Wed;152760;114570;14002;0,75;12,22134939;9,166012045;5;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;01/06/2017;LG-3838;Thu;152760;108205;8931;0,708333333;8,253777552;5,846425766;6;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;02/06/2017;LG-3838;Fri;175674;150214;11468;0,855072464;7,63444153;6,528000729;6;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;04/06/2017;LG-3838;Sun;175674;131119;9394;0,746376812;7,164484171;5,347404852;6;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;05/06/2017;LG-3838;Mon;175674;169309;18044;0,963768116;10,65743699;10,27129797;6;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;06/06/2017;LG-3838;Tue;175674;91656;7234;0,52173913;7,89255477;4,117854663;6;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;07/06/2017;LG-3838;Wed;152760;98021;11155;0,641666667;11,38021444;7,302304268;6;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;08/06/2017;LG-3838;Thu;168036;96748;9249;0,575757576;9,559887543;5,504177676;6;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;09/06/2017;LG-3838;Fri;175674;140030;9066;0,797101449;6,47432693;5,160695379;6;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;11/06/2017;LG-3838;Sun;175674;147668;19269;0,84057971;13,04886638;10,96861232;6;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;12/06/2017;LG-3838;Mon;160398;143849;13616;0,896825397;9,465481164;8,488883901;6;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;13/06/2017;LG-3838;Tue;152760;68742;8844;0,45;12,86549708;5,789473684;6;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;14/06/2017;LG-3838;Wed;152760;90383;12781;0,591666667;14,14093358;8,366719036;6;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;15/06/2017;LG-3838;Thu;152760;104386;12194;0,683333333;11,68164313;7,98245614;6;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;16/06/2017;LG-3838;Fri;175674;123481;9662;0,702898551;7,824685579;5,499960153;6;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;18/06/2017;LG-3838;Sun;168036;154033;17063;0,916666667;11,07749638;10,15437168;6;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;19/06/2017;LG-3838;Mon;152760;106932;9965;0,7;9,319006471;6,52330453;6;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;22/06/2017;LG-3838;Thu;152760;103113;10842;0,675;10,51467807;7,097407698;6;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;23/06/2017;LG-3838;Fri;152760;92929;5512;0,608333333;5,931410001;3,608274417;6;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;25/06/2017;LG-3838;Sun;175674;174401;25463;0,992753623;14,60026032;14,49446133;6;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;26/06/2017;LG-3838;Mon;179493;175674;19334;0,978723404;11,00561267;10,7714507;6;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;27/06/2017;LG-3838;Tue;175674;92929;10665;0,528985507;11,47650357;6,070904061;6;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;28/06/2017;LG-3838;Wed;118389;106932;8673;0,903225806;8,11076198;7,32584953;6;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;30/06/2017;LG-3838;Fri;175674;100567;8615;0,572463768;8,566428351;4,903969853;6;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;02/07/2017;LG-3838;Sun;175674;136211;12754;0,775362319;9,363414115;7,26003848;7;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;03/07/2017;LG-3838;Mon;175674;124754;9106;0,710144928;7,299164756;5,183464827;7;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;04/07/2017;LG-3838;Tue;175674;89110;7200;0,507246377;8,079901246;4,098500632;7;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;05/07/2017;LG-3838;Wed;175674;80199;6792;0,456521739;8,468933528;3,866252263;7;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;07/07/2017;LG-3838;Fri;175674;96748;5553;0,550724638;5,739653533;3,160968612;7;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;09/07/2017;LG-3838;Sun;175674;164217;14587;0,934782609;8,882758789;8,303448433;7;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;10/07/2017;LG-3838;Mon;175674;161671;15866;0,920289855;9,813757569;9,031501531;7;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;11/07/2017;LG-3838;Tue;175674;82745;6210;0,471014493;7,504985195;3,534956795;7;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;12/07/2017;LG-3838;Wed;175674;99294;8177;0,565217391;8,235140089;4,654644398;7;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;13/07/2017;LG-3838;Thu;175674;75107;4242;0,427536232;5,647942269;2,414699956;7;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;14/07/2017;LG-3838;Fri;152760;87837;6770;0,575;7,707458133;4,431788426;7;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;16/07/2017;LG-3838;Sun;175674;168036;13842;0,956521739;8,237520531;7,879367465;7;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;17/07/2017;LG-3838;Mon;152760;118389;8730;0,775;7,373995895;5,714846819;7;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;18/07/2017;LG-3838;Tue;152760;80199;5182;0,525;6,4614272;3,39224928;7;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;19/07/2017;LG-3838;Wed;175674;70015;6081;0,398550725;8,685281725;3,461525325;7;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;20/07/2017;LG-3838;Thu;175674;100567;7155;0,572463768;7,114659878;4,072885003;7;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;21/07/2017;LG-3838;Fri;160398;96748;5247;0,603174603;5,423367925;3,271237796;7;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;23/07/2017;LG-3838;Sun;175674;154033;11926;0,876811594;7,742496738;6,788710908;7;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;24/07/2017;LG-3838;Mon;152760;117116;7445;0,766666667;6,356945251;4,873658026;7;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;25/07/2017;LG-3838;Tue;152760;78926;10780;0,516666667;13,65836353;7,056821157;7;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;27/07/2017;LG-3838;Thu;152760;62377;3273;0,408333333;5,247126345;2,142576591;7;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;28/07/2017;LG-3838;Fri;175674;94202;5548;0,536231884;5,889471561;3,158122431;7;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;30/07/2017;LG-3838;Sun;152760;127300;7603;0,833333333;5,972505892;4,977088243;7;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;31/07/2017;LG-3838;Mon;168036;101840;5702;0,606060606;5,59897879;3,393320479;7;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;01/08/2017;LG-3838;Tue;168036;99294;6289;0,590909091;6,333716035;3,742650384;8;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;02/08/2017;LG-3838;Wed;168036;70015;4460;0,416666667;6,370063558;2,654193149;8;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;03/08/2017;LG-3838;Thu;160398;63650;3758;0,396825397;5,904163394;2,342921982;8;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;04/08/2017;LG-3838;Fri;168036;123481;6244;0,734848485;5,056648391;3,715870409;8;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;06/08/2017;LG-3838;Sun;175674;127300;7405;0,724637681;5,816967793;4,215194053;8;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;07/08/2017;LG-3838;Mon;168036;89110;6235;0,53030303;6,996970037;3,710514414;8;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;10/08/2017;LG-3838;Thu;168036;118389;6195;0,704545455;5,232749664;3,686709991;8;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;11/08/2017;LG-3838;Fri;175674;126027;7138;0,717391304;5,66386568;4,063207988;8;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;13/08/2017;LG-3838;Sun;175674;151487;10112;0,862318841;6,675160245;5,756116443;8;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;14/08/2017;LG-3838;Mon;168036;140030;8575;0,833333333;6,123687781;5,103073151;8;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;15/08/2017;LG-3838;Tue;175674;156579;10362;0,891304348;6,617745675;5,898425493;8;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;16/08/2017;LG-3838;Wed;168036;143849;8391;0,856060606;5,833200092;4,993572806;8;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;17/08/2017;LG-3838;Thu;168036;148941;9059;0,886363636;6,082274189;5,391106668;8;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;18/08/2017;LG-3838;Fri;168036;159125;10455;0,946969697;6,570306363;6,221881025;8;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;20/08/2017;LG-3838;Sun;179493;179493;13517;1;7,530655792;7,530655792;8;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;21/08/2017;LG-3838;Mon;175674;159125;11735;0,905797101;7,37470542;6,679986794;8;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;22/08/2017;LG-3838;Tue;168036;96748;4597;0,575757576;4,751519411;2,735723297;8;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;23/08/2017;LG-3838;Wed;168036;100567;4960;0,598484848;4,93203536;2,951748435;8;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;24/08/2017;LG-3838;Thu;168036;118389;6001;0,704545455;5,068883089;3,57125854;8;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;25/08/2017;LG-3838;Fri;175674;152760;8201;0,869565217;5,368551977;4,668306067;8;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;27/08/2017;LG-3838;Sun;175674;173128;13258;0,985507246;7,657917841;7,546933525;8;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;28/08/2017;LG-3838;Mon;168036;142576;9403;0,848484848;6,595079116;5,595824704;8;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;29/08/2017;LG-3838;Tue;168036;92929;4388;0,553030303;4,721884449;2,611345188;8;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;30/08/2017;LG-3838;Wed;168036;105659;6342;0,628787879;6,002328245;3,774191245;8;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;31/08/2017;LG-3838;Thu;168036;147668;9148;0,878787879;6,194977923;5,444071508;8;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Fri_H;01/09/2017;LG-3838;Fri;168036;118389;7750;0,704545455;6,546216287;4,612106929;9;H;MAD;6,354331939;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;03/09/2017;LG-3838;Sun;175674;166763;17367;0,949275362;10,4141806;9,885925066;9;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;04/09/2017;LG-3838;Mon;168036;128573;9153;0,765151515;7,118912991;5,447047061;9;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
LG-3838_Tue_H;05/09/2017;LG-3838;Tue;168036;94202;8675;0,560606061;9,208933993;5,162584208;9;H;MAD;6,897926635;NONE;NO;;;;;;;1273;;
LG-3838_Wed_H;06/09/2017;LG-3838;Wed;168036;85291;6626;0,507575758;7,768697752;3,943202647;9;H;MAD;6,945325441;NONE;NO;;;;;;;1273;;
LG-3838_Thu_H;07/09/2017;LG-3838;Thu;168036;140030;11217;0,833333333;8,010426337;6,675355281;9;H;MAD;6,648070755;NONE;NO;;;;;;;1273;;
LG-3838_Sun_H;10/09/2017;LG-3838;Sun;175674;166763;19310;0,949275362;11,57930716;10,991951;9;H;MAD;9,902614036;NONE;NO;;;;;;;1273;;
LG-3838_Mon_H;11/09/2017;LG-3838;Mon;160398;127300;10670;0,793650794;8,381775334;6,652202646;9;H;MAD;8,770830164;NONE;NO;;;;;;;1273;;
