20190101,20190101,LG-8857,VIE,LUX,A,10,0,0
20190101,20190101,LG-8857,VIE,LUX,B,2,0,0
20190101,20190101,LG-8857,VIE,LUX,C,0,0,0
20190101,20190101,LG-8857,VIE,LUX,D,0,0,0
20190101,20190101,LG-8857,VIE,LUX,G,0,0,0
20190101,20190101,LG-8857,VIE,LUX,H,2,0,0
20190101,20190101,LG-8857,VIE,LUX,J,0,0,0
20190101,20190101,LG-8857,VIE,LUX,K,0,0,0
20190101,20190101,LG-8857,VIE,LUX,L,0,0,0
20190101,20190101,LG-8857,VIE,LUX,M,0,0,0
20190101,20190101,LG-8857,VIE,LUX,N,5,0,0
20190101,20190101,LG-8857,VIE,LUX,O,0,0,0
20190101,20190101,LG-8857,VIE,LUX,Q,0,0,0
20190101,20190101,LG-8857,VIE,LUX,R,17,0,0
20190101,20190101,LG-8857,VIE,LUX,S,0,0,0
20190101,20190101,LG-8857,VIE,LUX,T,0,0,0
20190101,20190101,LG-8857,VIE,LUX,U,2,0,0
20190101,20190101,LG-8857,VIE,LUX,V,0,0,0
20190101,20190101,LG-8857,VIE,LUX,W,6,0,0
20190101,20190101,LG-8857,VIE,LUX,X,0,0,0
20190101,20190101,LG-8857,VIE,LUX,Y,0,0,0
20190101,20190101,LG-8857,VIE,LUX,Z,0,0,0
20190101,20190101,LG-8858,LUX,VIE,A,0,0,0
20190101,20190101,LG-8858,LUX,VIE,B,5,0,0
20190101,20190101,LG-8858,LUX,VIE,C,0,0,0
20190101,20190101,LG-8858,LUX,VIE,D,0,0,0
20190101,20190101,LG-8858,LUX,VIE,G,2,0,0
20190101,20190101,LG-8858,LUX,VIE,H,2,0,0
20190101,20190101,LG-8858,LUX,VIE,J,0,0,0
20190101,20190101,LG-8858,LUX,VIE,K,1,0,0
20190101,20190101,LG-8858,LUX,VIE,L,3,0,0
20190101,20190101,LG-8858,LUX,VIE,M,2,0,0
20190101,20190101,LG-8858,LUX,VIE,N,2,0,0
20190101,20190101,LG-8858,LUX,VIE,O,0,0,0
20190101,20190101,LG-8858,LUX,VIE,Q,9,0,0
20190101,20190101,LG-8858,LUX,VIE,R,0,0,0
20190101,20190101,LG-8858,LUX,VIE,S,8,0,0
20190101,20190101,LG-8858,LUX,VIE,T,0,0,0
20190101,20190101,LG-8858,LUX,VIE,U,0,0,0
20190101,20190101,LG-8858,LUX,VIE,V,0,0,0
20190101,20190101,LG-8858,LUX,VIE,W,2,0,0
20190101,20190101,LG-8858,LUX,VIE,X,32,0,0
20190101,20190101,LG-8858,LUX,VIE,Y,1,0,0
20190101,20190101,LG-8858,LUX,VIE,Z,4,0,0
20190102,20190102,LG-8851,VIE,LUX,A,7,0,0
20190102,20190102,LG-8851,VIE,LUX,B,0,0,0
20190102,20190102,LG-8851,VIE,LUX,C,0,0,0
20190102,20190102,LG-8851,VIE,LUX,D,3,0,0
20190102,20190102,LG-8851,VIE,LUX,G,3,0,0
20190102,20190102,LG-8851,VIE,LUX,H,4,0,0
20190102,20190102,LG-8851,VIE,LUX,J,0,0,0
20190102,20190102,LG-8851,VIE,LUX,K,0,0,0
20190102,20190102,LG-8851,VIE,LUX,L,3,0,0
20190102,20190102,LG-8851,VIE,LUX,M,0,0,0
20190102,20190102,LG-8851,VIE,LUX,N,8,0,0
20190102,20190102,LG-8851,VIE,LUX,O,3,0,0
20190102,20190102,LG-8851,VIE,LUX,Q,1,0,0
20190102,20190102,LG-8851,VIE,LUX,R,0,0,0
20190102,20190102,LG-8851,VIE,LUX,S,3,0,0
20190102,20190102,LG-8851,VIE,LUX,T,1,0,0
20190102,20190102,LG-8851,VIE,LUX,U,6,0,0
20190102,20190102,LG-8851,VIE,LUX,V,6,0,0
20190102,20190102,LG-8851,VIE,LUX,W,3,0,0
20190102,20190102,LG-8851,VIE,LUX,X,0,0,0
20190102,20190102,LG-8851,VIE,LUX,Y,0,0,0
20190102,20190102,LG-8851,VIE,LUX,Z,0,0,0
20190102,20190102,LG-8852,LUX,VIE,A,6,0,0
20190102,20190102,LG-8852,LUX,VIE,B,4,0,0
20190102,20190102,LG-8852,LUX,VIE,C,1,0,0
20190102,20190102,LG-8852,LUX,VIE,D,0,0,0
20190102,20190102,LG-8852,LUX,VIE,G,1,0,0
20190102,20190102,LG-8852,LUX,VIE,H,2,0,0
20190102,20190102,LG-8852,LUX,VIE,J,0,0,0
20190102,20190102,LG-8852,LUX,VIE,K,0,0,0
20190102,20190102,LG-8852,LUX,VIE,L,3,0,0
20190102,20190102,LG-8852,LUX,VIE,M,0,0,0
